onset	duration	onset_sample	stim_type	trigger	stim_file
26.061	0	26611	Scrambled	17	meg/s138.bmp
29.718	0	30268	Scrambled	18	meg/s138.bmp
33.21	0	33760	Unfamiliar	13	meg/u105.bmp
36.664	0	37214	Scrambled	17	meg/s064.bmp
40.156	0	40706	Unfamiliar	13	meg/u005.bmp
43.812	0	44362	Famous	5	meg/f015.bmp
47.414	0	47964	Famous	6	meg/f015.bmp
50.905	0	51455	Unfamiliar	13	meg/u013.bmp
54.305	0	54855	Unfamiliar	14	meg/u013.bmp
57.888	0	58438	Scrambled	17	meg/s131.bmp
61.288	0	61838	Unfamiliar	15	meg/u105.bmp
64.889	0	65439	Famous	5	meg/f088.bmp
68.197	0	68747	Famous	6	meg/f088.bmp
71.541	0	72091	Scrambled	19	meg/s064.bmp
74.941	0	75491	Unfamiliar	13	meg/u026.bmp
78.395	0	78945	Unfamiliar	15	meg/u005.bmp
81.758	0	82308	Scrambled	17	meg/s037.bmp
85.341	0	85891	Scrambled	18	meg/s037.bmp
88.961	0	89511	Famous	5	meg/f013.bmp
92.453	0	93003	Unfamiliar	13	meg/u109.bmp
95.907	0	96457	Unfamiliar	14	meg/u109.bmp
99.491	0	100041	Scrambled	19	meg/s131.bmp
102.89	0	103440	Unfamiliar	13	meg/u027.bmp
106.382	0	106932	Unfamiliar	13	meg/u138.bmp
109.91	0	110460	Unfamiliar	14	meg/u138.bmp
113.383	0	113933	Unfamiliar	15	meg/u026.bmp
116.967	0	117517	Famous	5	meg/f079.bmp
120.568	0	121118	Famous	5	meg/f081.bmp
123.949	0	124499	Famous	7	meg/f013.bmp
127.422	0	127972	Scrambled	17	meg/s079.bmp
130.748	0	131298	Famous	5	meg/f046.bmp
134.368	0	134918	Famous	6	meg/f046.bmp
137.786	0	138336	Unfamiliar	15	meg/u027.bmp
141.204	0	141754	Scrambled	17	meg/s099.bmp
144.658	0	145208	Unfamiliar	13	meg/u107.bmp
148.223	0	148773	Unfamiliar	14	meg/u107.bmp
151.641	0	152191	Famous	7	meg/f079.bmp
155.114	0	155664	Unfamiliar	13	meg/u028.bmp
158.55	0	159100	Famous	7	meg/f081.bmp
162.078	0	162628	Unfamiliar	13	meg/u064.bmp
165.515	0	166065	Unfamiliar	14	meg/u064.bmp
169.135	0	169685	Scrambled	19	meg/s079.bmp
172.828	0	173378	Scrambled	17	meg/s101.bmp
176.191	0	176741	Scrambled	18	meg/s101.bmp
179.646	0	180196	Famous	5	meg/f111.bmp
183.119	0	183669	Famous	6	meg/f111.bmp
186.5	0	187050	Scrambled	19	meg/s099.bmp
190.156	0	190706	Scrambled	17	meg/s095.bmp
193.721	0	194271	Unfamiliar	13	meg/u115.bmp
197.379	0	197929	Unfamiliar	15	meg/u028.bmp
200.906	0	201456	Unfamiliar	13	meg/u091.bmp
204.526	0	205076	Unfamiliar	13	meg/u018.bmp
207.999	0	208549	Unfamiliar	14	meg/u018.bmp
211.435	0	211985	Famous	5	meg/f129.bmp
215.074	0	215624	Famous	5	meg/f031.bmp
218.639	0	219189	Scrambled	19	meg/s095.bmp
222.259	0	222809	Famous	5	meg/f019.bmp
225.842	0	226392	Famous	6	meg/f019.bmp
229.407	0	229957	Unfamiliar	15	meg/u115.bmp
232.99	0	233540	Scrambled	17	meg/s113.bmp
236.5	0	237050	Unfamiliar	15	meg/u091.bmp
240.102	0	240652	Famous	5	meg/f056.bmp
243.409	0	243959	Scrambled	17	meg/s013.bmp
246.827	0	247377	Scrambled	18	meg/s013.bmp
250.208	0	250758	Famous	7	meg/f129.bmp
253.626	0	254176	Famous	5	meg/f026.bmp
257.191	0	257741	Famous	6	meg/f026.bmp
260.572	0	261122	Famous	7	meg/f031.bmp
264.082	0	264632	Famous	5	meg/f072.bmp
267.463	0	268013	Famous	5	meg/f057.bmp
270.918	0	271468	Scrambled	19	meg/s113.bmp
274.501	0	275051	Scrambled	17	meg/s114.bmp
278.158	0	278708	Scrambled	18	meg/s114.bmp
281.704	0	282254	Famous	7	meg/f056.bmp
285.232	0	285782	Scrambled	17	meg/s005.bmp
288.632	0	289182	Scrambled	18	meg/s005.bmp
292.013	0	292563	Unfamiliar	13	meg/u080.bmp
295.523	0	296073	Unfamiliar	14	meg/u080.bmp
299.051	0	299601	Unfamiliar	13	meg/u117.bmp
302.542	0	303092	Unfamiliar	14	meg/u117.bmp
306.162	0	306712	Famous	7	meg/f072.bmp
309.709	0	310259	Unfamiliar	13	meg/u128.bmp
313.384	0	313934	Unfamiliar	14	meg/u128.bmp
317.041	0	317591	Famous	7	meg/f057.bmp
320.514	0	321064	Unfamiliar	13	meg/u016.bmp
324.023	0	324573	Unfamiliar	13	meg/u086.bmp
327.552	0	328102	Scrambled	17	meg/s017.bmp
331.116	0	331666	Scrambled	18	meg/s017.bmp
334.608	0	335158	Scrambled	17	meg/s051.bmp
338.007	0	338557	Scrambled	18	meg/s051.bmp
341.407	0	341957	Scrambled	17	meg/s042.bmp
344.917	0	345467	Famous	5	meg/f049.bmp
348.408	0	348958	Famous	6	meg/f049.bmp
351.899	0	352449	Unfamiliar	15	meg/u016.bmp
355.372	0	355922	Famous	5	meg/f140.bmp
358.992	0	359542	Unfamiliar	15	meg/u086.bmp
362.52	0	363070	Unfamiliar	13	meg/u015.bmp
365.865	0	366415	Scrambled	17	meg/s088.bmp
369.228	0	369778	Scrambled	18	meg/s088.bmp
372.627	0	373177	Scrambled	17	meg/s122.bmp
376.21	0	376760	Scrambled	18	meg/s122.bmp
379.757	0	380307	Scrambled	19	meg/s042.bmp
383.285	0	383835	Unfamiliar	13	meg/u146.bmp
386.74	0	387290	Famous	5	meg/f091.bmp
390.378	0	390928	Famous	6	meg/f091.bmp
393.851	0	394401	Famous	7	meg/f140.bmp
397.38	0	397930	Scrambled	17	meg/s084.bmp
400.852	0	401402	Scrambled	18	meg/s084.bmp
404.27	0	404820	Unfamiliar	15	meg/u015.bmp
407.725	0	408275	Scrambled	17	meg/s133.bmp
411.253	0	411803	Famous	5	meg/f045.bmp
414.597	0	415147	Scrambled	17	meg/s146.bmp
418.07	0	418620	Unfamiliar	15	meg/u146.bmp
421.617	0	422167	Famous	5	meg/f063.bmp
425.182	0	425732	Famous	6	meg/f063.bmp
428.691	0	429241	Famous	5	meg/f118.bmp
432.311	0	432861	Unfamiliar	13	meg/u111.bmp
435.895	0	436445	Scrambled	19	meg/s133.bmp
439.459	0	440009	Scrambled	17	meg/s055.bmp
443.116	0	443666	Famous	7	meg/f045.bmp
446.608	0	447158	Unfamiliar	13	meg/u010.bmp
449.915	0	450465	Scrambled	19	meg/s146.bmp
453.352	0	453902	Unfamiliar	13	meg/u100.bmp
456.696	0	457246	Unfamiliar	14	meg/u100.bmp
460.206	0	460756	Famous	5	meg/f054.bmp
463.734	0	464284	Famous	7	meg/f118.bmp
467.207	0	467757	Famous	5	meg/f083.bmp
470.772	0	471322	Unfamiliar	15	meg/u111.bmp
474.116	0	474666	Scrambled	17	meg/s011.bmp
477.607	0	478157	Scrambled	19	meg/s055.bmp
480.971	0	481521	Scrambled	17	meg/s123.bmp
484.462	0	485012	Scrambled	18	meg/s123.bmp
487.916	0	488466	Unfamiliar	15	meg/u010.bmp
491.426	0	491976	Famous	5	meg/f011.bmp
