onset	duration	trial_type	response_time	sample	value
114.5429687500	n/a	stimulus	n/a	29323.0000000000	128
117.7734375000	n/a	response	n/a	30150.0000000000	4
121.5273437500	n/a	response	n/a	31111.0000000000	2
273.8085937500	n/a	stimulus	n/a	70095.0000000000	128
276.5273437500	n/a	response	n/a	70791.0000000000	4
278.9218750000	n/a	response	n/a	71404.0000000000	2
373.3437500000	n/a	stimulus	n/a	95576.0000000000	128
376.1171875000	n/a	response	n/a	96286.0000000000	4
378.6132812500	n/a	response	n/a	96925.0000000000	2
409.8242187500	n/a	stimulus	n/a	104915.0000000000	128
413.0195312500	n/a	response	n/a	105733.0000000000	4
415.5234375000	n/a	response	n/a	106374.0000000000	2
581.8593750000	n/a	stimulus	n/a	148956.0000000000	128
584.5429687500	n/a	response	n/a	149643.0000000000	4
587.3085937500	n/a	response	n/a	150351.0000000000	2
589.7031250000	n/a	response	n/a	150964.0000000000	2
649.7070312500	n/a	stimulus	n/a	166325.0000000000	128
652.7070312500	n/a	response	n/a	167093.0000000000	2
654.8476562500	n/a	response	n/a	167641.0000000000	4
657.1406250000	n/a	response	n/a	168228.0000000000	2
767.1484375000	n/a	stimulus	n/a	196390.0000000000	128
770.5273437500	n/a	response	n/a	197255.0000000000	2
772.6601562500	n/a	response	n/a	197801.0000000000	4
775.3242187500	n/a	response	n/a	198483.0000000000	2
926.3281250000	n/a	stimulus	n/a	237140.0000000000	128
930.2031250000	n/a	response	n/a	238132.0000000000	2
932.3593750000	n/a	response	n/a	238684.0000000000	4
1000.5585937500	n/a	stimulus	n/a	256143.0000000000	128
1005.5429687500	n/a	response	n/a	257419.0000000000	4
1008.2695312500	n/a	response	n/a	258117.0000000000	4
1030.2695312500	n/a	stimulus	n/a	263749.0000000000	128
1036.6835937500	n/a	response	n/a	265391.0000000000	4
1038.8671875000	n/a	response	n/a	265950.0000000000	4
1162.8750000000	n/a	stimulus	n/a	297696.0000000000	128
1168.1484375000	n/a	response	n/a	299046.0000000000	4
1170.3945312500	n/a	response	n/a	299621.0000000000	4
1289.4023437500	n/a	stimulus	n/a	330087.0000000000	128
1294.1484375000	n/a	response	n/a	331302.0000000000	8
1296.3242187500	n/a	response	n/a	331859.0000000000	4
