onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.892	.521	UNFAMILIAR	13	7	.609	func/u132.bmp
7.191	.935	.499	UNFAMILIAR	13	7	.619	func/u142.bmp
10.515	.914	.519	UNFAMILIAR	14	7	.557	func/u142.bmp
13.772	.923	.572	FAMOUS	5	7	.502	func/f136.bmp
16.962	.954	.487	FAMOUS	6	7	.493	func/f136.bmp
20.187	.815	.487	SCRAMBLED	17	4	.706	func/s140.bmp
23.176	.921	.410	SCRAMBLED	17	7	.865	func/s146.bmp
26.400	.952	.529	SCRAMBLED	18	4	.848	func/s146.bmp
29.540	.947	.410	SCRAMBLED	17	4	.669	func/s139.bmp
32.732	.889	.485	SCRAMBLED	18	4	.602	func/s139.bmp
35.871	.871	.479	UNFAMILIAR	15	7	.656	func/u132.bmp
38.493	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
58.989	.942	.451	UNFAMILIAR	13	7	.736	func/u140.bmp
62.129	.837	.416	FAMOUS	5	7	.805	func/f145.bmp
65.269	.938	.508	UNFAMILIAR	13	7	.702	func/u136.bmp
68.560	.804	.576	SCRAMBLED	19	7	.836	func/s140.bmp
71.667	.903	.525	UNFAMILIAR	13	7	1.062	func/u131.bmp
74.757	.965	.429	UNFAMILIAR	14	7	.359	func/u131.bmp
78.081	.805	.587	UNFAMILIAR	13	7	.308	func/u137.bmp
81.138	.895	.473	FAMOUS	5	7	.506	func/f141.bmp
84.246	.888	.451	FAMOUS	6	7	.379	func/f141.bmp
87.351	.881	.448	UNFAMILIAR	15	7	.499	func/u140.bmp
90.425	.863	.421	FAMOUS	5	7	.762	func/f131.bmp
93.649	.932	.595	FAMOUS	7	7	.500	func/f145.bmp
96.839	.969	.487	SCRAMBLED	17	7	.937	func/s143.bmp
100.029	.844	.459	SCRAMBLED	18	7	.622	func/s143.bmp
103.104	.904	.468	UNFAMILIAR	15	7	.575	func/u136.bmp
106.243	.813	.455	SCRAMBLED	17	7	.634	func/s132.bmp
109.417	.803	.596	UNFAMILIAR	13	7	.518	func/u134.bmp
112.524	.998	.525	UNFAMILIAR	14	7	.434	func/u134.bmp
115.697	.923	.413	UNFAMILIAR	15	7	.426	func/u137.bmp
118.370	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
138.882	.884	.472	UNFAMILIAR	13	7	1.183	func/u133.bmp
141.939	.815	.410	SCRAMBLED	17	4	.639	func/s142.bmp
145.096	.807	.584	FAMOUS	7	7	.547	func/f131.bmp
148.253	.867	.562	SCRAMBLED	17	7	.607	func/s137.bmp
151.343	.939	.458	SCRAMBLED	18	7	.579	func/s137.bmp
154.617	.869	.527	UNFAMILIAR	13	7	.841	func/u139.bmp
157.657	.915	.416	SCRAMBLED	19	7	.841	func/s132.bmp
160.831	.928	.493	SCRAMBLED	17	7	1.013	func/s138.bmp
164.088	.808	.563	SCRAMBLED	18	7	.682	func/s138.bmp
167.229	.915	.568	FAMOUS	5	7	.977	func/f132.bmp
170.335	.822	.427	FAMOUS	6	7	.789	func/f132.bmp
173.442	.973	.510	UNFAMILIAR	15	7	.781	func/u133.bmp
176.599	.902	.417	UNFAMILIAR	13	7	.730	func/u141.bmp
179.739	.915	.480	UNFAMILIAR	14	7	.704	func/u141.bmp
182.864	.943	.451	SCRAMBLED	19	4	.705	func/s142.bmp
185.986	.928	.414	UNFAMILIAR	13	7	.851	func/u144.bmp
189.277	.852	.593	FAMOUS	5	7	.610	func/f138.bmp
192.384	.962	.486	UNFAMILIAR	15	7	.661	func/u139.bmp
195.090	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
215.602	.826	.484	FAMOUS	5	7	.674	func/f146.bmp
218.692	.950	.491	SCRAMBLED	17	7	.785	func/s131.bmp
221.867	.920	.468	SCRAMBLED	18	7	.651	func/s131.bmp
225.039	.816	.475	FAMOUS	5	7	.548	func/f143.bmp
228.230	.839	.586	UNFAMILIAR	13	7	.485	func/u138.bmp
231.253	1.000	.416	UNFAMILIAR	14	7	.405	func/u138.bmp
234.627	.892	.563	UNFAMILIAR	15	7	.630	func/u144.bmp
237.918	.972	.584	SCRAMBLED	17	4	.828	func/s135.bmp
241.091	.958	.424	SCRAMBLED	18	4	1.064	func/s135.bmp
244.248	.885	.423	FAMOUS	7	7	.750	func/f138.bmp
247.405	.919	.503	UNFAMILIAR	13	7	.781	func/u135.bmp
250.613	.816	.524	UNFAMILIAR	14	7	.638	func/u135.bmp
253.786	.886	.597	FAMOUS	7	7	.650	func/f146.bmp
256.943	.836	.516	FAMOUS	5	4	.875	func/f135.bmp
260.017	.937	.472	UNFAMILIAR	13	7	.594	func/u146.bmp
263.190	.892	.483	FAMOUS	7	7	.643	func/f143.bmp
266.414	.835	.552	FAMOUS	5	7	.577	func/f144.bmp
269.539	.816	.535	FAMOUS	6	7	1.286	func/f144.bmp
272.093	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
292.555	.950	.420	FAMOUS	5	7	.717	func/f140.bmp
295.863	1.000	.600	FAMOUS	6	7	.577	func/f140.bmp
299.170	1.000	.545	FAMOUS	5	4	.911	func/f133.bmp
302.344	.884	.407	UNFAMILIAR	13	7	.663	func/u143.bmp
305.551	.827	.556	UNFAMILIAR	14	7	.809	func/u143.bmp
308.641	.974	.495	FAMOUS	7	4	.988	func/f135.bmp
311.815	.986	.413	FAMOUS	5	7	.471	func/f142.bmp
315.038	.849	.477	UNFAMILIAR	15	7	.422	func/u146.bmp
318.062	.975	.402	SCRAMBLED	17	7	.889	func/s145.bmp
321.352	.863	.548	FAMOUS	5	7	.699	func/f134.bmp
324.559	.974	.549	SCRAMBLED	17	4	1.146	func/s133.bmp
327.783	.887	.478	SCRAMBLED	18	7	1.069	func/s133.bmp
