onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	RT	Correct	Feedback
0.1885	2.0	feedback	-1.2	1	1	10	-	1.816	-1	L
4.617	2.0	feedback	0.8	2	1	5	R	1.303	1	R
9.083	2.0	feedback	-1.2	3	1	4	L	0.839	1	R
13.6095	2.0	feedback	-1.2	4	1	10	R	1.886	0	L
18.0885	2.0	feedback	-1.2	5	1	1	R	1.66	1	L
22.674	n/a	n/a	n/a	6	1	0	L	1.653	-	-
27.177	n/a	n/a	n/a	7	1	0	L	0.602	-	-
31.679	n/a	n/a	n/a	8	1	0	L	0.539	-	-
36.1155	2.0	feedback	0.8	9	1	8	R	1.183	1	R
40.6175	2.0	feedback	0.8	10	1	5	R	1.343	1	R
45.1165	2.0	feedback	0.8	11	1	8	R	1.754	1	R
49.615	2.0	feedback	0.8	12	1	8	R	1.02	1	R
54.093	2.0	feedback	0.8	13	1	2	R	1.093	1	R
58.674	n/a	n/a	n/a	14	1	0	L	0.738	-	-
63.173	n/a	n/a	n/a	15	1	0	R	0.342	-	-
67.679	n/a	n/a	n/a	16	1	0	R	0.312	-	-
72.092	2.0	feedback	0.8	17	1	2	R	0.856	1	R
76.611	2.0	feedback	-1.2	18	1	6	R	1.51	0	L
81.116	2.0	feedback	-1.2	19	1	5	L	1.48	0	R
85.6085	2.0	feedback	0.8	20	1	10	L	1.524	1	L
90.1105	2.0	feedback	-1.2	21	1	6	R	1.452	0	L
94.672	n/a	n/a	n/a	22	1	0	L	1.253	-	-
99.17	n/a	n/a	n/a	23	1	0	L	0.387	-	-
103.674	n/a	n/a	n/a	24	1	0	L	0.627	-	-
108.1905	2.0	feedback	0.8	25	1	11	R	1.058	1	R
112.5925	2.0	feedback	0.8	26	1	2	R	0.821	1	R
117.111	2.0	feedback	0.8	27	1	6	L	1.844	1	L
121.6905	2.0	feedback	0.8	28	1	11	R	0.717	1	R
126.185	2.0	feedback	0.8	29	1	12	R	0.86	-1	R
130.675	n/a	n/a	n/a	30	1	0	R	1.116	-	-
135.176	n/a	n/a	n/a	31	1	0	R	0.575	-	-
139.674	n/a	n/a	n/a	32	1	0	R	0.589	-	-
144.1095	2.0	feedback	-1.2	33	1	10	L	1.44	1	R
148.5875	2.0	feedback	-1.2	34	1	3	L	2.286	1	R
153.0875	2.0	feedback	0.8	35	1	1	R	1.307	1	R
157.5865	2.0	feedback	0.8	36	1	3	R	0.872	0	R
162.112	2.0	feedback	-1.2	37	1	6	R	1.996	0	L
166.675	n/a	n/a	n/a	38	1	0	L	1.045	-	-
171.175	n/a	n/a	n/a	39	1	0	L	0.705	-	-
175.674	n/a	n/a	n/a	40	1	0	L	0.615	-	-
180.117	2.0	feedback	-1.2	41	1	8	R	1.203	1	L
184.6115	2.0	feedback	0.8	42	1	6	R	2.138	0	R
189.0865	2.0	feedback	-1.2	43	1	3	R	0.817	0	L
193.61	2.0	feedback	0.8	44	1	10	L	1.382	1	L
198.117	2.0	feedback	0.8	45	1	5	R	1.084	1	R
202.672	n/a	n/a	n/a	46	1	0	L	1.29	-	-
207.173	n/a	n/a	n/a	47	1	0	L	0.533	-	-
211.677	n/a	n/a	n/a	48	1	0	L	0.63	-	-
216.1105	2.0	feedback	0.8	49	1	6	L	1.474	1	L
220.691	2.0	feedback	0.8	50	1	14	R	0.745	1	R
225.115	2.0	feedback	0.8	51	1	8	R	2.193	1	R
229.5875	2.0	feedback	0.8	52	1	1	R	1.732	1	R
234.109	2.0	feedback	0.8	53	1	10	L	1.142	1	L
238.673	n/a	n/a	n/a	54	1	0	L	1.18	-	-
243.175	n/a	n/a	n/a	55	1	0	R	0.785	-	-
247.676	n/a	n/a	n/a	56	1	0	R	0.305	-	-
252.1895	2.0	feedback	-1.2	57	1	14	R	0.889	1	L
256.5875	2.0	feedback	-1.2	58	1	1	L	1.046	0	R
261.086	2.0	feedback	-1.2	59	1	4	L	1.202	1	R
265.587	2.0	feedback	0.8	60	1	1	R	0.55	1	R
270.192	2.0	feedback	0.8	61	1	14	R	0.55	1	R
274.672	n/a	n/a	n/a	62	1	0	R	0.895	-	-
279.174	n/a	n/a	n/a	63	1	0	R	0.56	-	-
283.677	n/a	n/a	n/a	64	1	0	R	0.834	-	-
288.0895	2.0	feedback	0.8	65	1	2	R	0.96	1	R
292.6895	2.0	feedback	0.8	66	1	11	R	0.993	1	R
297.11	2.0	feedback	0.8	67	1	10	L	1.35	1	L
301.6905	2.0	feedback	-1.2	68	1	13	R	1.038	0	L
306.1085	2.0	feedback	0.8	69	1	10	L	1.839	1	L
310.676	n/a	n/a	n/a	70	1	0	L	0.851	-	-
315.179	n/a	n/a	n/a	71	1	0	L	0.925	-	-
319.675	n/a	n/a	n/a	72	1	0	L	0.653	-	-
324.1845	2.0	feedback	-1.2	73	1	12	R	1.039	-1	L
328.6905	2.0	feedback	-1.2	74	1	11	L	0.856	0	R
333.193	2.0	feedback	-1.2	75	1	14	R	2.039	1	L
337.6095	2.0	feedback	0.8	76	1	10	L	1.854	1	L
342.086	2.0	feedback	-1.2	77	1	3	R	1.001	0	L
346.674	n/a	n/a	n/a	78	1	0	L	0.824	-	-
351.175	n/a	n/a	n/a	79	1	0	L	0.467	-	-
355.674	n/a	n/a	n/a	80	1	0	L	0.64	-	-
