onset	duration	trial_type	response_time	sample	value
160.8085937500	n/a	stimulus	n/a	41167.0000000000	128
163.5390625000	n/a	response	n/a	41866.0000000000	4
167.9179687500	n/a	response	n/a	42987.0000000000	2
325.1406250000	n/a	stimulus	n/a	83236.0000000000	128
327.9218750000	n/a	response	n/a	83948.0000000000	4
330.3164062500	n/a	response	n/a	84561.0000000000	2
332.5703125000	n/a	response	n/a	85138.0000000000	2
358.5703125000	n/a	stimulus	n/a	91794.0000000000	128
361.2109375000	n/a	response	n/a	92470.0000000000	4
537.1132812500	n/a	stimulus	n/a	137501.0000000000	128
539.7773437500	n/a	response	n/a	138183.0000000000	2
542.0000000000	n/a	response	n/a	138752.0000000000	4
544.5351562500	n/a	response	n/a	139401.0000000000	2
596.5390625000	n/a	stimulus	n/a	152714.0000000000	128
599.1679687500	n/a	response	n/a	153387.0000000000	2
603.5898437500	n/a	response	n/a	154519.0000000000	2
605.7578125000	n/a	response	n/a	155074.0000000000	4
704.7656250000	n/a	stimulus	n/a	180420.0000000000	128
707.4179687500	n/a	response	n/a	181099.0000000000	2
709.6328125000	n/a	response	n/a	181666.0000000000	8
711.8984375000	n/a	response	n/a	182246.0000000000	2
825.9062500000	n/a	stimulus	n/a	211432.0000000000	128
829.0937500000	n/a	response	n/a	212248.0000000000	4
831.2187500000	n/a	response	n/a	212792.0000000000	2
833.3906250000	n/a	response	n/a	213348.0000000000	2
973.4023437500	n/a	stimulus	n/a	249191.0000000000	128
976.0195312500	n/a	response	n/a	249861.0000000000	4
978.1406250000	n/a	response	n/a	250404.0000000000	2
982.0507812500	n/a	response	n/a	251405.0000000000	2
1022.0546875000	n/a	stimulus	n/a	261646.0000000000	128
1027.2226562500	n/a	response	n/a	262969.0000000000	8
1029.5234375000	n/a	response	n/a	263558.0000000000	2
1125.5273437500	n/a	stimulus	n/a	288135.0000000000	128
1128.1640625000	n/a	response	n/a	288810.0000000000	2
1130.6015625000	n/a	response	n/a	289434.0000000000	2
1276.8125000000	n/a	stimulus	n/a	326864.0000000000	128
1280.2109375000	n/a	response	n/a	327734.0000000000	4
1282.3671875000	n/a	response	n/a	328286.0000000000	2
1284.5507812500	n/a	response	n/a	328845.0000000000	2
1382.5585937500	n/a	stimulus	n/a	353935.0000000000	128
1385.1523437500	n/a	response	n/a	354599.0000000000	4
1391.9023437500	n/a	response	n/a	356327.0000000000	2
1480.8828125000	n/a	stimulus	n/a	379106.0000000000	128
1485.0390625000	n/a	response	n/a	380170.0000000000	4
1487.1953125000	n/a	response	n/a	380722.0000000000	2
1489.3710937500	n/a	response	n/a	381279.0000000000	2
1569.3750000000	n/a	stimulus	n/a	401760.0000000000	128
1572.0703125000	n/a	response	n/a	402450.0000000000	4
1574.4570312500	n/a	response	n/a	403061.0000000000	4
1576.7070312500	n/a	response	n/a	403637.0000000000	4
1714.7148437500	n/a	stimulus	n/a	438967.0000000000	128
1720.4882812500	n/a	response	n/a	440445.0000000000	4
1725.0507812500	n/a	response	n/a	441613.0000000000	2
1727.2304687500	n/a	response	n/a	442171.0000000000	2
1781.2343750000	n/a	stimulus	n/a	455996.0000000000	128
1785.1093750000	n/a	response	n/a	456988.0000000000	2
1787.3554687500	n/a	response	n/a	457563.0000000000	2
1789.5546875000	n/a	response	n/a	458126.0000000000	4
1971.8320312500	n/a	stimulus	n/a	504789.0000000000	128
1974.7773437500	n/a	response	n/a	505543.0000000000	2
1978.5312500000	n/a	response	n/a	506504.0000000000	2
1980.9257812500	n/a	response	n/a	507117.0000000000	2
2059.9296875000	n/a	stimulus	n/a	527342.0000000000	128
2062.5546875000	n/a	response	n/a	528014.0000000000	8
2065.0585937500	n/a	response	n/a	528655.0000000000	2
2067.4101562500	n/a	response	n/a	529257.0000000000	2
2238.1484375000	n/a	stimulus	n/a	572966.0000000000	128
2240.8789062500	n/a	response	n/a	573665.0000000000	8
2245.8125000000	n/a	response	n/a	574928.0000000000	2
2344.8203125000	n/a	stimulus	n/a	600274.0000000000	128
2347.4531250000	n/a	response	n/a	600948.0000000000	8
2352.2148437500	n/a	response	n/a	602167.0000000000	2
2477.1953125000	n/a	stimulus	n/a	634162.0000000000	128
2482.3906250000	n/a	response	n/a	635492.0000000000	8
2485.9492187500	n/a	response	n/a	636403.0000000000	2
2616.9179687500	n/a	stimulus	n/a	669931.0000000000	128
2619.6367187500	n/a	response	n/a	670627.0000000000	4
2621.8945312500	n/a	response	n/a	671205.0000000000	2
2624.1796875000	n/a	response	n/a	671790.0000000000	2
