onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	symphonic	4	1	459	0	symphonic_004.wav	symphonic	6	0	0.0223000000001	1651.5955
12.0	6.0	ambient	4	1	465	6	ambient_004.wav	ambient	6	0	0.00389999999993	1663.5948
24.0	6.0	symphonic	4	1	471	12	symphonic_002.wav	symphonic	6	0	0.00250000000005	1675.5955
36.01	6.0	rocknroll	4	1	477	18	rocknroll_002.wav	rocknroll	8	1	0.0106999999998	1687.5947
50.01	6.0	symphonic	4	1	484	25	symphonic_003.wav	symphonic	8	1	0.0102999999999	1701.5949
64.0	6.0	metal	4	1	491	32	metal_001.wav	metal	6	0	0.0027	1715.5956
76.02	6.0	country	4	1	497	38	country_000.wav	country	8	1	0.0174999999999	1727.5948
90.0	6.0	rocknroll	4	1	504	45	rocknroll_001.wav	rocknroll	6	0	0.0027	1741.5956
102.0	6.0	country	4	1	510	51	country_002.wav	country	6	0	0.00249999999983	1753.5956
114.0	6.0	symphonic	4	1	516	57	symphonic_000.wav	symphonic	6	0	0.00279999999998	1765.5949
126.0	6.0	country	4	1	522	63	country_003.wav	country	4	0	0.00350000000003	1777.5948
136.01	6.0	ambient	4	1	527	68	ambient_000.wav	ambient	8	1	0.0143	1787.595
150.0	6.0	ambient	4	1	534	75	ambient_003.wav	ambient	6	0	0.00369999999998	1801.595
162.0	6.0	country	4	1	540	81	country_001.wav	country	6	0	0.00240000000008	1813.5952
174.0	6.0	country	4	1	546	87	country_004.wav	country	6	0	0.00350000000003	1825.595
186.0	6.0	metal	4	1	552	93	metal_002.wav	metal	6	0	0.0027	1837.5957
198.0	6.0	ambient	4	1	558	99	ambient_001.wav	ambient	6	0	0.00360000000001	1849.5953
210.0	6.0	metal	4	1	564	105	metal_004.wav	metal	6	0	0.00220000000013	1861.5952
222.0	6.0	rocknroll	4	1	570	111	rocknroll_004.wav	rocknroll	6	0	0.00350000000003	1873.5951
234.0	6.0	ambient	4	1	576	117	ambient_002.wav	ambient	4	0	0.00260000000003	1885.5948
244.0	6.0	rocknroll	4	1	581	122	rocknroll_003.wav	rocknroll	6	0	0.00369999999998	1895.5948
256.0	6.0	rocknroll	4	1	587	128	rocknroll_000.wav	rocknroll	4	0	0.00399999999991	1907.595
266.0	6.0	metal	4	1	592	133	metal_000.wav	metal	4	0	0.00250000000005	1917.595
276.01	6.0	metal	4	1	597	138	metal_003.wav	metal	8	1	0.00749999999994	1927.5951
290.0	6.0	symphonic	4	1	604	145	symphonic_001.wav	symphonic	4	0	0.00260000000003	1941.5953
