onset	duration	trial_type	run	run_id	volume	run_volume	stim	genre	delay	catch	sound_soa	trigger_ts
0.02	6.0	country	2	5	153	0	country_003.wav	country	8	1	0.0155	915.7258
14.0	6.0	metal	2	5	160	7	metal_004.wav	metal	6	0	0.00409999999999	929.7261
26.0	6.0	ambient	2	5	166	13	ambient_004.wav	ambient	6	0	0.00239999999997	941.7264
38.0	6.0	symphonic	2	5	172	19	symphonic_002.wav	symphonic	6	0	0.00249999999994	953.7267
50.0	6.0	country	2	5	178	25	country_002.wav	country	6	0	0.00360000000001	965.7261
62.0	6.0	rocknroll	2	5	184	31	rocknroll_001.wav	rocknroll	4	0	0.00249999999994	977.7258
72.0	6.0	symphonic	2	5	189	36	symphonic_004.wav	symphonic	4	0	0.00250000000005	987.7271
82.01	6.0	symphonic	2	5	194	41	symphonic_001.wav	symphonic	8	1	0.00909999999999	997.7268
96.0	6.0	rocknroll	2	5	201	48	rocknroll_003.wav	rocknroll	6	0	0.00260000000003	1011.7269
108.01	6.0	metal	2	5	207	54	metal_000.wav	metal	8	1	0.00959999999998	1023.7263
122.0	6.0	rocknroll	2	5	214	61	rocknroll_000.wav	rocknroll	6	0	0.00260000000003	1037.7267
134.0	6.0	rocknroll	2	5	220	67	rocknroll_004.wav	rocknroll	6	0	0.00250000000005	1049.7268
146.0	6.0	ambient	2	5	226	73	ambient_003.wav	ambient	6	0	0.00359999999978	1061.726
158.0	6.0	ambient	2	5	232	79	ambient_000.wav	ambient	4	0	0.00250000000005	1073.7259
168.0	6.0	metal	2	5	237	84	metal_003.wav	metal	6	0	0.00380000000018	1083.7259
180.0	6.0	country	2	5	243	90	country_001.wav	country	6	0	0.00239999999985	1095.7261
192.0	6.0	symphonic	2	5	249	96	symphonic_003.wav	symphonic	6	0	0.00310000000013	1107.7268
204.0	6.0	metal	2	5	255	102	metal_001.wav	metal	6	0	0.00350000000003	1119.7259
216.0	6.0	metal	2	5	261	108	metal_002.wav	metal	4	0	0.00379999999996	1131.726
226.0	6.0	symphonic	2	5	266	113	symphonic_000.wav	symphonic	6	0	0.00260000000003	1141.7268
238.01	6.0	ambient	2	5	272	119	ambient_002.wav	ambient	8	1	0.00980000000004	1153.7263
252.01	6.0	rocknroll	2	5	279	126	rocknroll_002.wav	rocknroll	8	1	0.0136	1167.7262
266.0	6.0	country	2	5	286	133	country_000.wav	country	4	0	0.00260000000003	1181.7269
276.0	6.0	ambient	2	5	291	138	ambient_001.wav	ambient	6	0	0.00279999999998	1191.7262
288.0	6.0	country	2	5	297	144	country_004.wav	country	6	0	0.00459999999998	1203.7266
