onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	RT	Correct	Feedback
0.114	2.0	feedback	-1.44	1	2	1	R	1.176	0	L
4.5835	2.0	feedback	0.56	2	2	3	R	0.721	1	R
9.1185	2.0	feedback	0.56	3	2	10	L	1.815	1	L
13.5845	2.0	feedback	0.56	4	2	2	R	0.703	1	R
18.1195	2.0	feedback	0.56	5	2	8	R	1.45	1	R
22.687	n/a	n/a	n/a	6	2	0	R	0.386	-	-
27.179	n/a	n/a	n/a	7	2	0	R	0.286	-	-
31.672	n/a	n/a	n/a	8	2	0	R	0.384	-	-
36.1875	2.0	feedback	-1.44	9	2	13	R	1.314	0	L
40.612	2.0	feedback	0.56	10	2	10	L	1.369	1	L
45.187	2.0	feedback	0.56	11	2	11	R	1.123	1	R
49.687	2.0	feedback	-1.44	12	2	13	R	1.743	0	L
54.112	2.0	feedback	0.56	13	2	7	L	1.67	1	L
58.673	n/a	n/a	n/a	14	2	0	R	0.369	-	-
63.173	n/a	n/a	n/a	15	2	0	R	0.86	-	-
67.672	n/a	n/a	n/a	16	2	0	R	0.33	-	-
72.1125	2.0	feedback	-1.44	17	2	9	L	1.443	0	R
76.584	2.0	feedback	0.56	18	2	1	L	0.954	1	L
81.1185	2.0	feedback	-1.44	19	2	6	R	1.421	0	L
85.612	2.0	feedback	0.56	20	2	7	L	1.187	1	L
90.194	2.0	feedback	0.56	21	2	11	R	1.19	1	R
94.672	n/a	n/a	n/a	22	2	0	R	0.532	-	-
99.179	n/a	n/a	n/a	23	2	0	R	0.929	-	-
103.672	n/a	n/a	n/a	24	2	0	R	0.649	-	-
108.176	2.0	feedback	0.56	25	2	10	L	1.619	1	L
112.615	2.0	feedback	0.56	26	2	10	L	1.39	1	L
117.0845	2.0	feedback	0.56	27	2	3	R	0.895	1	R
121.5915	2.0	feedback	0.56	28	2	1	L	0.709	1	L
126.1965	2.0	feedback	0.56	29	2	13	L	2.041	1	L
130.679	n/a	n/a	n/a	30	2	0	R	0.645	-	-
135.206	n/a	n/a	n/a	31	2	0	R	0.479	-	-
139.68	n/a	n/a	n/a	32	2	0	R	0.685	-	-
144.085	2.0	feedback	0.56	33	2	2	R	1.959	1	R
148.6195	2.0	feedback	-1.44	34	2	5	L	1.726	0	R
153.1945	2.0	feedback	0.56	35	2	11	R	1.368	1	R
157.5845	2.0	feedback	0.56	36	2	4	L	0.98	1	L
162.1995	2.0	feedback	-1.44	37	2	12	L	1.54	0	R
166.672	n/a	n/a	n/a	38	2	0	R	0.765	-	-
171.179	n/a	n/a	n/a	39	2	0	R	0.387	-	-
175.672	n/a	n/a	n/a	40	2	0	R	0.544	-	-
180.0845	2.0	feedback	0.56	41	2	4	L	0.985	1	L
184.7	2.0	feedback	-1.44	42	2	12	L	1.051	0	R
189.088	2.0	feedback	0.56	43	2	4	L	0.736	1	L
193.609	2.0	feedback	0.56	44	2	8	R	0.999	1	R
198.1845	2.0	feedback	0.56	45	2	13	L	1.998	1	L
202.679	n/a	n/a	n/a	46	2	0	R	0.632	-	-
207.178	n/a	n/a	n/a	47	2	0	R	0.525	-	-
211.672	n/a	n/a	n/a	48	2	0	R	0.519	-	-
216.2075	2.0	feedback	0.56	49	2	13	L	2.296	1	L
220.612	2.0	feedback	-1.44	50	2	6	R	1.264	0	L
225.0845	2.0	feedback	0.56	51	2	2	R	0.809	1	R
229.6125	2.0	feedback	-1.44	52	2	5	L	1.766	0	R
234.084	2.0	feedback	0.56	53	2	4	L	0.739	1	L
238.698	n/a	n/a	n/a	54	2	0	R	0.454	-	-
243.175	n/a	n/a	n/a	55	2	0	R	0.417	-	-
247.673	n/a	n/a	n/a	56	2	0	R	0.36	-	-
252.187	2.0	feedback	0.56	57	2	14	R	1.867	1	R
256.5845	2.0	feedback	0.56	58	2	2	R	0.649	1	R
261.09	2.0	feedback	0.56	59	2	4	L	0.618	1	L
265.5875	2.0	feedback	0.56	60	2	1	L	1.274	1	L
270.115	2.0	feedback	0.56	61	2	9	R	1.207	1	R
274.687	n/a	n/a	n/a	62	2	0	R	0.69	-	-
279.173	n/a	n/a	n/a	63	2	0	R	0.501	-	-
283.672	n/a	n/a	n/a	64	2	0	R	0.362	-	-
288.1875	2.0	feedback	-1.44	65	2	12	L	2.464	0	R
292.5845	2.0	feedback	0.56	66	2	2	R	0.73	1	R
297.119	2.0	feedback	-1.44	67	2	6	R	0.854	0	L
301.6125	2.0	feedback	-1.44	68	2	5	L	2.066	0	R
306.1115	2.0	feedback	0.56	69	2	7	L	1.144	1	L
310.687	n/a	n/a	n/a	70	2	0	R	0.635	-	-
315.172	n/a	n/a	n/a	71	2	0	R	0.351	-	-
319.673	n/a	n/a	n/a	72	2	0	R	0.427	-	-
324.084	2.0	feedback	0.56	73	2	3	R	1.128	1	R
328.6185	2.0	feedback	0.56	74	2	7	L	0.727	1	L
333.194	2.0	feedback	-1.44	75	2	12	L	1.353	0	R
337.611	2.0	feedback	0.56	76	2	10	L	1.958	1	L
342.1115	2.0	feedback	0.56	77	2	10	L	1.145	1	L
346.672	n/a	n/a	n/a	78	2	0	R	0.613	-	-
351.172	n/a	n/a	n/a	79	2	0	R	0.352	-	-
355.679	n/a	n/a	n/a	80	2	0	R	0.374	-	-
