onset	duration	trial	hand_raised	value	sample	countdown_onset	countdown_offset	response_time	feedback_onset_approx	stim_file	trial_type	stage	bci_prediction	latency	n_repeated
6.1782	0	1	right	2.0	30891.0	3.0782000000000007	6.078200000000001	100.0	6.246533333333334	right_hand.png	raised-right/match-false	1	left	-9.4	0
10.811	0	2	right	2.0	54055.0	7.711	10.711	100.0	10.879333333333333	right_hand.png	raised-right/match-false	1	left	-33.4	0
15.581	0	3	right	2.0	77905.0	12.397666666667	15.397666666667	183.333333333	15.649333333333333	right_hand.png	raised-right/match-false	1	left	-10.2	0
20.2848	0	4	right	2.0	101424.0	17.118133333333002	20.118133333333002	166.66666666700002	20.353133333333336	left_hand.png	raised-right/match-true	1	right	-9.6	0
24.9054	0	5	right	2.0	124527.0	21.8220666666667	24.8220666666667	83.3333333333	24.973733333333335	left_hand.png	raised-right/match-true	1	right	-22.2	0
29.5796	0	6	left	1.0	147898.0	26.446266666667	29.446266666667	133.33333333299998	29.647933333333334	left_hand.png	raised-left/match-false	1	right	-19.2	0
34.2166	0	7	left	1.0	171083.0	31.1166	34.1166	100.0	34.28493333333333	left_hand.png	raised-left/match-false	1	right	-40.6	0
38.8992	0	8	left	1.0	194496.0	35.7492	38.7492	150.0	38.96753333333333	left_hand.png	raised-left/match-false	1	right	-12.8	0
43.5236	0	9	left	1.0	217618.0	40.4402666666667	43.4402666666667	83.3333333333	43.59193333333333	left_hand.png	raised-left/match-false	1	right	-23.0	0
48.2438	0	10	left	1.0	241219.0	45.060466666667	48.060466666667	183.333333333	48.31213333333333	left_hand.png	raised-left/match-false	1	right	12.2	0
52.9268	0	11	left	1.0	264634.0	49.7768	52.7768	150.0	52.99513333333333	right_hand.png	raised-left/match-true	1	left	-29.6	0
57.6468	0	12	right	2.0	288234.0	54.463466666666996	57.463466666666996	183.333333333	57.71513333333333	left_hand.png	raised-right/match-true	1	right	-21.2	0
62.3172	0	13	left	1.0	311586.0	59.183866666667	62.183866666667	133.33333333299998	62.38553333333333	left_hand.png	raised-left/match-false	1	right	-29.4	0
67.00399999999999	0	14	right	2.0	335020.0	63.853999999999985	66.85399999999998	150.0	67.07233333333333	left_hand.png	raised-right/match-true	1	right	-8.8	0
71.5742	0	15	left	1.0	357871.0	68.5408666666667	71.5408666666667	33.3333333333	71.64253333333335	right_hand.png	raised-left/match-true	1	left	-27.2	0
76.2282	0	16	right	2.0	381141.0	73.111533333333	76.111533333333	116.666666667	76.29653333333334	left_hand.png	raised-right/match-true	1	right	-21.4	0
98.962	0	17	right	2.0	494810.0	95.828666666667	98.828666666667	133.33333333299998	99.03033333333335	right_hand.png	raised-right/match-false	1	left	-18.0	1
103.632	0	18	left	1.0	518160.0	100.498666666667	103.498666666667	133.33333333299998	103.70033333333335	right_hand.png	raised-left/match-true	1	left	-13.8	1
108.2694	0	19	right	2.0	541347.0	105.16940000000001	108.16940000000001	100.0	108.33773333333335	right_hand.png	raised-right/match-false	1	left	-32.6	1
112.939	0	20	left	1.0	564695.0	109.805666666667	112.805666666667	133.33333333299998	113.00733333333334	right_hand.png	raised-left/match-true	1	left	8.2	1
117.61	0	21	right	2.0	588050.0	114.476666666667	117.476666666667	133.33333333299998	117.67833333333334	right_hand.png	raised-right/match-false	1	left	-29.2	1
122.2632	0	22	left	1.0	611316.0	119.146533333333	122.146533333333	116.666666667	122.33153333333334	right_hand.png	raised-left/match-true	1	left	-23.2	1
126.9666	0	23	right	2.0	634833.0	123.799933333333	126.799933333333	166.66666666700002	127.03493333333334	right_hand.png	raised-right/match-false	1	left	-41.8	1
131.6368	0	24	left	1.0	658184.0	128.50346666666698	131.50346666666698	133.33333333299998	131.70513333333332	right_hand.png	raised-left/match-true	1	left	-1.6	1
136.2906	0	25	right	2.0	681453.0	133.17393333333303	136.17393333333303	116.666666667	136.35893333333334	left_hand.png	raised-right/match-true	1	right	-6.0	1
140.9982	0	26	left	1.0	704991.0	137.831533333333	140.831533333333	166.66666666700002	141.06653333333333	left_hand.png	raised-left/match-false	1	right	-19.0	1
