onset	duration	trial_type	feedback	TrialNum	StimCond	StimulusNum	Response	RT	Correct	Feedback
0.1085	2.0	feedback	-1.56	1	2	1	R	1.379	0	L
4.5885	2.0	feedback	0.44	2	2	3	R	0.991	1	R
9.1105	2.0	feedback	0.44	3	2	10	L	1.36	1	L
13.588	2.0	feedback	0.44	4	2	2	R	0.896	1	R
18.1155	2.0	feedback	0.44	5	2	8	R	1.705	1	R
22.676	n/a	n/a	n/a	6	2	0	R	0.701	-	-
27.176	n/a	n/a	n/a	7	2	0	R	0.409	-	-
31.677	n/a	n/a	n/a	8	2	0	R	0.444	-	-
36.188	2.0	feedback	0.44	9	2	13	L	2.034	1	L
40.613	2.0	feedback	0.44	10	2	10	L	1.834	1	L
45.1875	2.0	feedback	0.44	11	2	11	R	1.483	1	R
49.687	2.0	feedback	0.44	12	2	13	L	2.443	1	L
54.1125	2.0	feedback	0.44	13	2	7	L	1.357	1	L
58.68	n/a	n/a	n/a	14	2	0	R	0.707	-	-
63.176	n/a	n/a	n/a	15	2	0	R	0.403	-	-
67.676	n/a	n/a	n/a	16	2	0	R	0.44	-	-
72.112	2.0	feedback	-1.56	17	2	9	L	1.832	0	R
76.5885	2.0	feedback	0.44	18	2	1	L	1.275	1	L
81.112	2.0	feedback	-1.56	19	2	6	R	1.792	0	L
85.6135	2.0	feedback	0.44	20	2	7	L	0.961	1	L
90.187	2.0	feedback	0.44	21	2	11	R	2.842	1	R
94.679	n/a	n/a	n/a	22	2	0	R	0.789	-	-
99.176	n/a	n/a	n/a	23	2	0	R	0.469	-	-
103.676	n/a	n/a	n/a	24	2	0	R	0.505	-	-
108.113	2.0	feedback	0.44	25	2	10	L	1.407	1	L
112.6125	2.0	feedback	0.44	26	2	10	L	1.048	1	L
117.0895	2.0	feedback	0.44	27	2	3	R	1.416	1	R
121.588	2.0	feedback	0.44	28	2	1	L	1.061	1	L
126.19	2.0	feedback	-1.56	29	2	13	R	1.962	0	L
130.678	n/a	n/a	n/a	30	2	0	R	0.762	-	-
135.175	n/a	n/a	n/a	31	2	0	R	0.528	-	-
139.677	n/a	n/a	n/a	32	2	0	R	0.353	-	-
144.084	2.0	feedback	0.44	33	2	2	R	1.299	1	R
148.6195	2.0	feedback	0.44	34	2	5	R	1.64	1	R
153.191	2.0	feedback	0.44	35	2	11	R	2.034	1	R
157.5875	2.0	feedback	0.44	36	2	4	L	0.849	1	L
162.1895	2.0	feedback	-1.56	37	2	12	L	2.409	0	R
166.678	n/a	n/a	n/a	38	2	0	R	1.012	-	-
171.177	n/a	n/a	n/a	39	2	0	R	0.375	-	-
175.677	n/a	n/a	n/a	40	2	0	R	0.523	-	-
180.087	2.0	feedback	0.44	41	2	4	L	1.225	1	L
184.6875	2.0	feedback	-1.56	42	2	12	L	1.955	0	R
189.0875	2.0	feedback	0.44	43	2	4	L	0.63	1	L
193.614	2.0	feedback	0.44	44	2	8	R	2.085	1	R
198.1895	2.0	feedback	0.44	45	2	13	L	2.135	1	L
202.676	n/a	n/a	n/a	46	2	0	R	0.774	-	-
207.176	n/a	n/a	n/a	47	2	0	R	1.417	-	-
211.676	n/a	n/a	n/a	48	2	0	R	0.854	-	-
216.187	2.0	feedback	0.44	49	2	13	L	1.884	1	L
220.613	2.0	feedback	-1.56	50	2	6	R	1.952	0	L
225.0885	2.0	feedback	0.44	51	2	2	R	0.806	1	R
229.6135	2.0	feedback	0.44	52	2	5	R	1.624	1	R
234.087	2.0	feedback	0.44	53	2	4	L	1.633	1	L
238.677	n/a	n/a	n/a	54	2	0	R	0.799	-	-
243.175	n/a	n/a	n/a	55	2	0	R	0.861	-	-
247.679	n/a	n/a	n/a	56	2	0	R	0.645	-	-
252.187	2.0	feedback	0.44	57	2	14	R	2.334	1	R
256.588	2.0	feedback	0.44	58	2	2	R	0.749	1	R
261.0875	2.0	feedback	0.44	59	2	4	L	1.137	1	L
265.5875	2.0	feedback	0.44	60	2	1	L	1.49	1	L
270.112	2.0	feedback	-1.56	61	2	9	L	1.929	0	R
274.674	n/a	n/a	n/a	62	2	0	R	0.747	-	-
279.174	n/a	n/a	n/a	63	2	0	R	0.407	-	-
283.676	n/a	n/a	n/a	64	2	0	R	0.594	-	-
288.1875	2.0	feedback	-1.56	65	2	12	L	2.183	0	R
292.5875	2.0	feedback	0.44	66	2	2	R	0.807	1	R
297.113	2.0	feedback	-1.56	67	2	6	R	2.264	0	L
301.6125	2.0	feedback	0.44	68	2	5	R	1.899	1	R
306.112	2.0	feedback	0.44	69	2	7	L	1.267	1	L
310.676	n/a	n/a	n/a	70	2	0	R	0.755	-	-
315.174	n/a	n/a	n/a	71	2	0	R	0.457	-	-
319.675	n/a	n/a	n/a	72	2	0	R	0.589	-	-
324.088	2.0	feedback	0.44	73	2	3	R	1.452	1	R
328.6135	2.0	feedback	0.44	74	2	7	L	0.821	1	L
333.1895	2.0	feedback	-1.56	75	2	12	L	2.886	0	R
337.6115	2.0	feedback	0.44	76	2	10	L	2.505	1	L
342.114	2.0	feedback	0.44	77	2	10	L	1.585	1	L
346.674	n/a	n/a	n/a	78	2	0	R	0.863	-	-
351.176	n/a	n/a	n/a	79	2	0	R	0.441	-	-
355.676	n/a	n/a	n/a	80	2	0	R	0.533	-	-
