onset	duration	trial_type	Response	Stimulus	RT
10.639	n/a	n/a	0.0	target	n/a
12.873	0.2	auditory standard stimulus presentation	0.0	standard	n/a
15.503	0.2	auditory standard stimulus presentation	0.0	standard	n/a
17.738	0.2	auditory standard stimulus presentation	0.0	standard	n/a
20.584	0.2	auditory standard stimulus presentation	0.0	standard	n/a
23.23	0.504	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
23.23	0.2	auditory oddball stimulus presentation	1.0	target	n/a
26.126	0.2	auditory standard stimulus presentation	0.0	standard	n/a
28.194	0.2	auditory standard stimulus presentation	0.0	standard	n/a
30.826	0.2	auditory standard stimulus presentation	0.0	standard	n/a
32.878	0.2	auditory standard stimulus presentation	0.0	standard	n/a
35.524	0.2	auditory standard stimulus presentation	0.0	standard	n/a
37.956	0.2	auditory standard stimulus presentation	0.0	standard	n/a
41.002	0.2	auditory standard stimulus presentation	0.0	standard	n/a
43.848	0.2	auditory standard stimulus presentation	0.0	standard	n/a
46.892	0.2	auditory standard stimulus presentation	0.0	standard	n/a
49.126	0.2	auditory standard stimulus presentation	0.0	standard	n/a
51.359	0.2	auditory oddball stimulus presentation	1.0	target	n/a
51.359	0.451	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
53.594	0.2	auditory standard stimulus presentation	0.0	standard	n/a
56.025	0.2	auditory standard stimulus presentation	0.0	standard	n/a
59.054	0.2	auditory standard stimulus presentation	0.0	standard	n/a
61.502	0.401	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
61.502	0.2	auditory oddball stimulus presentation	1.0	target	n/a
64.133	0.2	auditory standard stimulus presentation	0.0	standard	n/a
66.169	0.2	auditory standard stimulus presentation	0.0	standard	n/a
69.196	0.2	auditory standard stimulus presentation	0.0	standard	n/a
71.446	0.2	auditory standard stimulus presentation	0.0	standard	n/a
74.276	0.2	auditory standard stimulus presentation	0.0	standard	n/a
76.924	0.2	auditory standard stimulus presentation	0.0	standard	n/a
79.175	0.2	auditory standard stimulus presentation	0.0	standard	n/a
81.805	0.2	auditory standard stimulus presentation	0.0	standard	n/a
84.287	0.2	auditory oddball stimulus presentation	1.0	target	n/a
84.287	0.451	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
87.314	0.2	auditory standard stimulus presentation	0.0	standard	n/a
89.351	0.2	auditory standard stimulus presentation	0.0	standard	n/a
91.798	0.2	auditory standard stimulus presentation	0.0	standard	n/a
94.447	0.2	auditory oddball stimulus presentation	1.0	target	n/a
94.447	0.383	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
96.895	0.2	auditory standard stimulus presentation	0.0	standard	n/a
99.526	0.364	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
99.526	0.2	auditory oddball stimulus presentation	1.0	target	n/a
102.157	0.2	auditory standard stimulus presentation	0.0	standard	n/a
104.59	0.2	auditory standard stimulus presentation	0.0	standard	n/a
107.617	0.2	auditory standard stimulus presentation	0.0	standard	n/a
110.067	0.341	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
110.067	0.2	auditory oddball stimulus presentation	1.0	target	n/a
113.094	0.2	auditory standard stimulus presentation	0.0	standard	n/a
115.344	0.2	auditory standard stimulus presentation	0.0	standard	n/a
117.578	0.2	auditory standard stimulus presentation	0.0	standard	n/a
120.407	0.2	auditory oddball stimulus presentation	1.0	target	n/a
120.407	0.365	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
123.452	0.2	auditory standard stimulus presentation	0.0	standard	n/a
125.505	0.2	auditory standard stimulus presentation	0.0	standard	n/a
128.333	0.2	auditory standard stimulus presentation	0.0	standard	n/a
130.964	0.2	auditory standard stimulus presentation	0.0	standard	n/a
134.008	0.2	auditory standard stimulus presentation	0.0	standard	n/a
136.839	0.2	auditory oddball stimulus presentation	1.0	target	n/a
136.839	0.479	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
139.27	0.2	auditory standard stimulus presentation	0.0	standard	n/a
142.1	0.2	auditory standard stimulus presentation	0.0	standard	n/a
144.929	0.2	auditory standard stimulus presentation	0.0	standard	n/a
147.958	0.2	auditory oddball stimulus presentation	1.0	target	n/a
147.958	0.43	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
150.191	0.2	auditory standard stimulus presentation	0.0	standard	n/a
153.235	0.2	auditory standard stimulus presentation	0.0	standard	n/a
156.065	0.2	auditory standard stimulus presentation	0.0	standard	n/a
159.094	0.2	auditory standard stimulus presentation	0.0	standard	n/a
161.94	0.2	auditory standard stimulus presentation	0.0	standard	n/a
163.974	0.2	auditory standard stimulus presentation	0.0	standard	n/a
167.019	0.2	auditory oddball stimulus presentation	1.0	target	n/a
167.019	0.47	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
169.253	0.2	auditory standard stimulus presentation	0.0	standard	n/a
171.287	0.2	auditory standard stimulus presentation	0.0	standard	n/a
174.118	0.2	auditory standard stimulus presentation	0.0	standard	n/a
176.764	0.2	auditory standard stimulus presentation	0.0	standard	n/a
179.197	0.509	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
179.197	0.2	auditory oddball stimulus presentation	1.0	target	n/a
181.43	0.2	auditory standard stimulus presentation	0.0	standard	n/a
184.078	0.435	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
184.078	0.2	auditory oddball stimulus presentation	1.0	target	n/a
186.13	0.2	auditory standard stimulus presentation	0.0	standard	n/a
188.381	0.553	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
188.381	0.2	auditory oddball stimulus presentation	1.0	target	n/a
190.614	0.2	auditory standard stimulus presentation	0.0	standard	n/a
193.658	0.2	auditory standard stimulus presentation	0.0	standard	n/a
196.306	0.599	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
196.306	0.2	auditory oddball stimulus presentation	1.0	target	n/a
199.335	0.2	auditory standard stimulus presentation	0.0	standard	n/a
202.379	0.2	auditory standard stimulus presentation	0.0	standard	n/a
204.811	0.574	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
204.811	0.2	auditory oddball stimulus presentation	1.0	target	n/a
207.706	0.2	auditory standard stimulus presentation	0.0	standard	n/a
209.775	0.2	auditory oddball stimulus presentation	1.0	target	n/a
209.775	0.56	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
212.405	0.2	auditory oddball stimulus presentation	1.0	target	n/a
212.405	0.415	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
214.458	0.2	auditory standard stimulus presentation	0.0	standard	n/a
216.492	0.2	auditory standard stimulus presentation	0.0	standard	n/a
219.338	0.2	auditory standard stimulus presentation	0.0	standard	n/a
221.771	0.2	auditory oddball stimulus presentation	1.0	target	n/a
221.771	0.564	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
223.806	0.2	auditory standard stimulus presentation	0.0	standard	n/a
226.437	n/a	n/a	1.0	standard	n/a
229.068	0.2	auditory standard stimulus presentation	0.0	standard	n/a
231.914	0.2	auditory oddball stimulus presentation	1.0	target	n/a
231.914	0.373	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
233.95	0.2	auditory standard stimulus presentation	0.0	standard	n/a
236.795	0.2	auditory standard stimulus presentation	0.0	standard	n/a
239.84	0.2	auditory oddball stimulus presentation	1.0	target	n/a
239.84	0.353	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
242.273	0.2	auditory standard stimulus presentation	0.0	standard	n/a
244.506	0.2	auditory standard stimulus presentation	0.0	standard	n/a
247.533	0.2	auditory standard stimulus presentation	0.0	standard	n/a
249.585	0.2	auditory standard stimulus presentation	0.0	standard	n/a
251.819	0.2	auditory standard stimulus presentation	0.0	standard	n/a
254.648	0.2	auditory standard stimulus presentation	0.0	standard	n/a
257.28	0.2	auditory standard stimulus presentation	0.0	standard	n/a
260.11	0.2	auditory standard stimulus presentation	0.0	standard	n/a
262.145	0.2	auditory standard stimulus presentation	0.0	standard	n/a
264.18	0.2	auditory standard stimulus presentation	0.0	standard	n/a
267.008	0.2	auditory standard stimulus presentation	0.0	standard	n/a
269.442	0.2	auditory standard stimulus presentation	0.0	standard	n/a
271.477	0.2	auditory standard stimulus presentation	0.0	standard	n/a
273.512	0.2	auditory standard stimulus presentation	0.0	standard	n/a
275.746	0.2	auditory standard stimulus presentation	0.0	standard	n/a
278.574	0.2	auditory standard stimulus presentation	0.0	standard	n/a
281.619	0.2	auditory standard stimulus presentation	0.0	standard	n/a
283.654	0.2	auditory standard stimulus presentation	0.0	standard	n/a
286.501	0.2	auditory standard stimulus presentation	0.0	standard	n/a
288.75	0.2	auditory standard stimulus presentation	0.0	standard	n/a
290.803	0.2	auditory standard stimulus presentation	0.0	standard	n/a
292.837	0.2	auditory standard stimulus presentation	0.0	standard	n/a
294.873	0.2	auditory standard stimulus presentation	0.0	standard	n/a
297.503	0.2	auditory standard stimulus presentation	0.0	standard	n/a
300.135	0.2	auditory standard stimulus presentation	0.0	standard	n/a
302.765	0.2	auditory standard stimulus presentation	0.0	standard	n/a
304.999	0.2	auditory oddball stimulus presentation	1.0	target	n/a
304.999	0.439	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
308.044	0.2	auditory standard stimulus presentation	0.0	standard	n/a
311.088	0.2	auditory standard stimulus presentation	0.0	standard	n/a
313.323	0.2	auditory oddball stimulus presentation	1.0	target	n/a
313.323	0.454	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
316.169	0.498	behavioral response time following auditory oddball stimulus onset	1.0	target	n/a
316.169	0.2	auditory oddball stimulus presentation	1.0	target	n/a
318.187	0.2	auditory standard stimulus presentation	0.0	standard	n/a
321.231	0.2	auditory standard stimulus presentation	0.0	standard	n/a
n/a	n/a	n/a	4.799	1	standard
n/a	n/a	n/a	7.81	1	standard
