onset	duration	trial_type	0	1	2	3
0.000	0.350	Words	mist	1	NR	NR
1.000	0.350	Words	otter	1	NR	NR
2.000	0.350	Words	otter	1	NR	NR
3.100	0.350	Words	verse	1	NR	NR
4.100	0.350	Words	pail	1	NR	NR
5.100	0.350	Words	bosom	1	NR	NR
6.100	0.350	Words	tidy	1	NR	NR
7.100	0.350	Words	buyer	1	NR	NR
8.200	0.350	Words	port	1	NR	NR
9.200	0.350	Words	gulf	1	NR	NR
10.200	0.350	Words	gulf	1	NR	NR
11.200	0.350	Words	timid	1	NR	NR
12.200	0.350	Words	fowl	1	NR	NR
13.300	0.350	Words	navel	1	NR	NR
14.300	0.350	Words	spurt	1	NR	NR
15.300	0.350	Words	naval	1	NR	NR
16.300	0.350	Objects	blmv	2	NR	NR
17.300	0.350	Objects	gmzbw	2	NR	NR
18.400	0.350	Objects	gmzbw	2	NR	NR
19.400	0.350	Objects	fpjnl	2	NR	NR
20.400	0.350	Objects	nsqs	2	NR	NR
21.400	0.350	Objects	gprdk	2	NR	NR
22.400	0.350	Objects	jjfm	2	NR	NR
23.500	0.350	Objects	vhhtx	2	NR	NR
24.500	0.350	Objects	zrpc	2	NR	NR
25.500	0.350	Objects	tjlf	2	NR	NR
26.500	0.350	Objects	tjlf	2	NR	NR
27.500	0.350	Objects	hxfnj	2	NR	NR
28.600	0.350	Objects	bptb	2	NR	NR
29.600	0.350	Objects	wzkcb	2	NR	NR
30.600	0.350	Objects	lnzxh	2	NR	NR
31.600	0.350	Objects	mcvqp	2	NR	NR
32.700	0.350	Scrambled objects	kettle	3	NR	NR
33.700	0.350	Scrambled objects	ear	3	NR	NR
34.700	0.350	Scrambled objects	pencil	3	NR	NR
35.700	0.350	Scrambled objects	pencil	3	NR	NR
36.800	0.350	Scrambled objects	bird	3	NR	NR
37.800	0.350	Scrambled objects	snail	3	NR	NR
38.800	0.350	Scrambled objects	hook	3	NR	NR
39.800	0.350	Scrambled objects	mop	3	NR	NR
40.900	0.350	Scrambled objects	plate	3	NR	NR
41.900	0.350	Scrambled objects	owl	3	NR	NR
42.900	0.350	Scrambled objects	slide	3	NR	NR
43.900	0.350	Scrambled objects	slide	3	NR	NR
44.900	0.350	Scrambled objects	brain	3	NR	NR
46.000	0.350	Scrambled objects	whisk	3	NR	NR
47.000	0.350	Scrambled objects	worm	3	NR	NR
48.000	0.350	Scrambled objects	leek	3	NR	NR
49.000	0.350	Consonant strings	scram_1	4	NR	NR
50.100	0.350	Consonant strings	scram_2	4	NR	NR
51.100	0.350	Consonant strings	scram_2	4	NR	NR
52.200	0.350	Consonant strings	scram_4	4	NR	NR
53.200	0.350	Consonant strings	scram_5	4	NR	NR
54.200	0.350	Consonant strings	scram_6	4	NR	NR
55.300	0.350	Consonant strings	scram_7	4	NR	NR
56.300	0.350	Consonant strings	scram_8	4	NR	NR
57.300	0.350	Consonant strings	scram_9	4	NR	NR
58.400	0.350	Consonant strings	scram_10	4	NR	NR
59.400	0.350	Consonant strings	scram_10	4	NR	NR
60.400	0.350	Consonant strings	scram_12	4	NR	NR
61.500	0.350	Consonant strings	scram_13	4	NR	NR
62.500	0.350	Consonant strings	scram_14	4	NR	NR
63.600	0.350	Consonant strings	scram_15	4	NR	NR
64.600	0.350	Consonant strings	scram_16	4	NR	NR
81.000	0.350	Scrambled objects	mug	3	NR	NR
82.100	0.350	Scrambled objects	hat	3	NR	NR
