	onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0	0.0	1.0	incongruent_correct	n/a	1	2	incongruent	755	n/a
1	2.5	1.0	incongruent_correct	n/a	1	2	incongruent	465	n/a
2	5.0	1.0	congruent_correct	n/a	1	1	congruent	423	n/a
3	7.5	1.0	congruent_correct	n/a	1	1	congruent	347	n/a
4	10.0	1.0	incongruent_correct	n/a	1	2	incongruent	567	n/a
5	12.5	1.0	incongruent_correct	n/a	1	2	incongruent	484	n/a
6	20.0	1.0	incongruent_correct	n/a	1	2	incongruent	635	n/a
7	22.5	1.0	incongruent_correct	n/a	1	2	incongruent	470	n/a
8	25.0	1.0	congruent_correct	n/a	1	1	congruent	547	n/a
9	27.5	1.0	congruent_correct	n/a	1	1	congruent	417	n/a
10	30.0	1.0	congruent_correct	n/a	1	1	congruent	421	n/a
11	32.5	1.0	congruent_correct	n/a	1	1	congruent	425	n/a
12	45.0	1.0	congruent_correct	n/a	1	1	congruent	513	n/a
13	47.5	1.0	congruent_correct	n/a	1	1	congruent	454	n/a
14	50.0	1.0	incongruent_correct	n/a	1	2	incongruent	531	n/a
15	52.5	1.0	incongruent_correct	n/a	1	2	incongruent	528	n/a
16	55.0	1.0	congruent_correct	n/a	1	1	congruent	435	n/a
17	57.5	1.0	incongruent_correct	n/a	1	2	incongruent	544	n/a
18	65.0	1.0	congruent_correct	n/a	1	1	congruent	613	n/a
19	67.5	1.0	incongruent_correct	n/a	1	2	incongruent	443	n/a
20	70.0	1.0	incongruent_correct	n/a	1	2	incongruent	471	n/a
21	72.5	1.0	incongruent_correct	n/a	1	2	incongruent	460	n/a
22	75.0	1.0	congruent_correct	n/a	1	1	congruent	416	n/a
23	77.5	1.0	congruent_correct	n/a	1	1	congruent	389	n/a
24	80.0	1.0	congruent_correct	n/a	1	1	congruent	426	n/a
25	82.5	1.0	congruent_correct	n/a	1	1	congruent	366	n/a
26	85.0	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
27	87.5	1.0	incongruent_correct	n/a	1	2	incongruent	464	n/a
28	90.0	1.0	incongruent_correct	n/a	1	2	incongruent	493	n/a
29	92.5	1.0	congruent_correct	n/a	1	1	congruent	378	n/a
30	95.0	1.0	incongruent_correct	n/a	1	2	incongruent	542	n/a
31	97.5	1.0	incongruent_correct	n/a	1	2	incongruent	435	n/a
32	100.0	1.0	incongruent_correct	n/a	1	2	incongruent	456	n/a
33	102.5	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
34	105.0	1.0	congruent_correct	n/a	1	1	congruent	568	n/a
35	107.5	1.0	congruent_correct	n/a	1	1	congruent	405	n/a
36	110.0	1.0	incongruent_correct	n/a	1	2	incongruent	482	n/a
37	112.5	1.0	incongruent_correct	n/a	1	2	incongruent	472	n/a
38	120.0	1.0	incongruent_correct	n/a	1	2	incongruent	589	n/a
39	122.5	1.0	congruent_correct	n/a	1	1	congruent	402	n/a
40	125.0	1.0	congruent_correct	n/a	1	1	congruent	382	n/a
41	127.5	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
42	135.0	1.0	incongruent_correct	n/a	1	2	incongruent	528	n/a
43	137.5	1.0	congruent_correct	n/a	1	1	congruent	380	n/a
44	140.0	1.0	congruent_correct	n/a	1	1	congruent	393	n/a
45	142.5	1.0	incongruent_correct	n/a	1	2	incongruent	606	n/a
46	145.0	1.0	congruent_correct	n/a	1	1	congruent	387	n/a
47	147.5	1.0	incongruent_correct	n/a	1	2	incongruent	520	n/a
48	150.0	1.0	congruent_correct	n/a	1	1	congruent	452	n/a
49	152.5	1.0	congruent_correct	n/a	1	1	congruent	385	n/a
50	155.0	1.0	congruent_correct	n/a	1	1	congruent	389	n/a
51	157.5	1.0	incongruent_correct	n/a	1	2	incongruent	459	n/a
52	160.0	1.0	incongruent_correct	n/a	1	2	incongruent	520	n/a
53	162.5	1.0	congruent_correct	n/a	1	1	congruent	355	n/a
54	170.0	1.0	incongruent_correct	n/a	1	2	incongruent	586	n/a
55	172.5	1.0	congruent_correct	n/a	1	1	congruent	381	n/a
56	175.0	1.0	congruent_correct	n/a	1	1	congruent	379	n/a
57	177.5	1.0	incongruent_correct	n/a	1	2	incongruent	496	n/a
58	185.0	1.0	incongruent_correct	n/a	1	2	incongruent	590	n/a
59	187.5	1.0	incongruent_correct	n/a	1	2	incongruent	442	n/a
60	190.0	1.0	incongruent_correct	n/a	1	2	incongruent	583	n/a
61	192.5	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
62	195.0	1.0	congruent_correct	n/a	1	1	congruent	608	n/a
63	197.5	1.0	congruent_correct	n/a	1	1	congruent	536	n/a
64	200.0	1.0	congruent_correct	n/a	1	1	congruent	465	n/a
65	202.5	1.0	incongruent_correct	n/a	1	2	incongruent	558	n/a
66	205.0	1.0	incongruent_correct	n/a	1	2	incongruent	466	n/a
67	207.5	1.0	incongruent_correct	n/a	1	2	incongruent	464	n/a
68	215.0	1.0	incongruent_correct	n/a	1	2	incongruent	702	n/a
69	217.5	1.0	incongruent_correct	n/a	1	2	incongruent	443	n/a
70	220.0	1.0	congruent_correct	n/a	1	1	congruent	495	n/a
71	222.5	1.0	incongruent_correct	n/a	1	2	incongruent	499	n/a
72	225.0	1.0	incongruent_correct	n/a	1	2	incongruent	432	n/a
73	227.5	1.0	congruent_correct	n/a	1	1	congruent	536	n/a
74	230.0	1.0	congruent_correct	n/a	1	1	congruent	407	n/a
75	232.5	1.0	congruent_correct	n/a	1	1	congruent	398	n/a
76	235.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	362	n/a
77	237.5	1.0	congruent_correct	n/a	1	1	congruent	502	n/a
78	240.0	1.0	incongruent_correct	n/a	1	2	incongruent	563	n/a
79	242.5	1.0	congruent_correct	n/a	1	1	congruent	463	n/a
80	245.0	1.0	congruent_correct	n/a	1	1	congruent	461	n/a
81	247.5	1.0	incongruent_correct	n/a	1	2	incongruent	490	n/a
82	250.0	1.0	congruent_correct	n/a	1	1	congruent	495	n/a
83	252.5	1.0	congruent_correct	n/a	1	1	congruent	468	n/a
84	255.0	1.0	incongruent_correct	n/a	1	2	incongruent	496	n/a
85	257.5	1.0	congruent_correct	n/a	1	1	congruent	527	n/a
86	270.0	1.0	incongruent_correct	n/a	1	2	incongruent	531	n/a
87	272.5	1.0	congruent_correct	n/a	1	1	congruent	385	n/a
88	275.0	1.0	congruent_correct	n/a	1	1	congruent	413	n/a
89	277.5	1.0	incongruent_correct	n/a	1	2	incongruent	507	n/a
90	280.0	1.0	incongruent_correct	n/a	1	2	incongruent	464	n/a
91	282.5	1.0	congruent_correct	n/a	1	1	congruent	396	n/a
92	290.0	1.0	congruent_correct	n/a	1	1	congruent	433	n/a
93	292.5	1.0	incongruent_correct	n/a	1	2	incongruent	462	n/a
94	295.0	1.0	incongruent_correct	n/a	1	2	incongruent	483	n/a
95	297.5	1.0	congruent_correct	n/a	1	1	congruent	376	n/a
