onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	junk	0	1	0.000	50	0.413	1	0
2.000	1.500	go	0	1	0.000	50	0.385	1	0
4.250	1.500	go	0	0	0.000	49	0.551	1	0
8.625	1.500	successful stop	1	0	0.200	0	0.000	0	1
12.375	1.500	go	0	0	0.000	49	0.377	1	0
15.250	1.500	go	0	1	0.000	50	0.390	1	0
18.250	1.500	successful stop	1	0	0.250	0	0.000	0	1
21.250	1.500	go	0	1	0.000	50	0.351	1	0
23.375	1.500	go	0	1	0.000	50	0.329	1	0
26.375	1.500	go	0	1	0.000	50	0.362	1	0
28.625	1.500	go	0	0	0.000	49	0.472	1	0
31.250	1.500	failed stop	1	0	0.300	49	0.382	1	0
34.875	1.500	successful stop	1	0	0.350	0	0.000	0	1
38.125	1.500	go	0	0	0.000	49	0.595	1	0
40.250	1.500	go	0	1	0.000	50	0.350	1	0
42.250	1.500	go	0	1	0.000	50	0.422	1	0
45.250	1.500	go	0	0	0.000	49	0.467	1	0
47.500	1.500	go	0	1	0.000	50	0.444	1	0
49.500	1.500	go	0	0	0.000	49	0.380	1	0
52.875	1.500	failed stop	1	1	0.300	50	0.365	1	0
55.750	1.500	go	0	1	0.000	50	0.402	1	0
58.375	1.500	go	0	0	0.000	49	0.433	1	0
62.500	1.500	successful stop	1	1	0.250	0	0.000	0	1
64.875	1.500	go	0	0	0.000	49	0.397	1	0
69.125	1.500	go	0	0	0.000	49	0.387	1	0
71.125	1.500	go	0	0	0.000	49	0.379	1	0
73.250	1.500	go	0	1	0.000	50	0.414	1	0
76.250	1.500	successful stop	1	1	0.250	0	0.000	0	1
80.125	1.500	go	0	1	0.000	50	0.387	1	0
82.500	1.500	failed stop	1	1	0.400	50	0.492	1	0
85.125	1.500	go	0	0	0.000	49	0.427	1	0
87.750	1.500	go	0	0	0.000	49	0.450	1	0
90.250	1.500	go	0	1	0.000	50	0.492	1	0
92.375	1.500	go	0	0	0.000	49	0.418	1	0
94.375	1.500	failed stop	1	0	0.300	49	0.417	1	0
97.625	1.500	go	0	1	0.000	50	0.511	1	0
101.000	1.500	successful stop	1	0	0.300	0	0.000	0	1
105.750	1.500	go	0	1	0.000	50	0.474	1	0
108.875	1.500	go	0	1	0.000	50	0.413	1	0
111.250	1.500	go	0	0	0.000	49	0.462	1	0
114.250	1.500	failed stop	1	0	0.350	49	0.478	1	0
118.000	1.500	go	0	0	0.000	49	0.440	1	0
120.125	1.500	go	0	1	0.000	50	0.459	1	0
122.625	1.500	go	0	1	0.000	50	0.423	1	0
125.250	1.500	go	0	0	0.000	49	0.422	1	0
129.125	1.500	go	0	1	0.000	50	0.395	1	0
