name	type	units	sampling_frequency	tracked_point	component	orientation_component
head_ACCEL_x	ACCEL	m/s^2	199.890350877193	head	x	x
head_ACCEL_y	ACCEL	m/s^2	199.890350877193	head	y	y
head_ACCEL_z	ACCEL	m/s^2	199.890350877193	head	z	z
sternum_ACCEL_x	ACCEL	m/s^2	199.890350877193	sternum	x	x
sternum_ACCEL_y	ACCEL	m/s^2	199.890350877193	sternum	y	y
sternum_ACCEL_z	ACCEL	m/s^2	199.890350877193	sternum	z	z
leftUpperArm_ACCEL_x	ACCEL	m/s^2	199.890350877193	leftUpperArm	x	x
leftUpperArm_ACCEL_y	ACCEL	m/s^2	199.890350877193	leftUpperArm	y	y
leftUpperArm_ACCEL_z	ACCEL	m/s^2	199.890350877193	leftUpperArm	z	z
leftForeArm_ACCEL_x	ACCEL	m/s^2	199.890350877193	leftForeArm	x	x
leftForeArm_ACCEL_y	ACCEL	m/s^2	199.890350877193	leftForeArm	y	y
leftForeArm_ACCEL_z	ACCEL	m/s^2	199.890350877193	leftForeArm	z	z
rightUpperArm_ACCEL_x	ACCEL	m/s^2	199.890350877193	rightUpperArm	x	x
rightUpperArm_ACCEL_y	ACCEL	m/s^2	199.890350877193	rightUpperArm	y	y
rightUpperArm_ACCEL_z	ACCEL	m/s^2	199.890350877193	rightUpperArm	z	z
rightForeArm_ACCEL_x	ACCEL	m/s^2	199.890350877193	rightForeArm	x	x
rightForeArm_ACCEL_y	ACCEL	m/s^2	199.890350877193	rightForeArm	y	y
rightForeArm_ACCEL_z	ACCEL	m/s^2	199.890350877193	rightForeArm	z	z
pelvis_ACCEL_x	ACCEL	m/s^2	199.890350877193	pelvis	x	x
pelvis_ACCEL_y	ACCEL	m/s^2	199.890350877193	pelvis	y	y
pelvis_ACCEL_z	ACCEL	m/s^2	199.890350877193	pelvis	z	z
leftThigh_ACCEL_x	ACCEL	m/s^2	199.890350877193	leftThigh	x	x
leftThigh_ACCEL_y	ACCEL	m/s^2	199.890350877193	leftThigh	y	y
leftThigh_ACCEL_z	ACCEL	m/s^2	199.890350877193	leftThigh	z	z
leftShank_ACCEL_x	ACCEL	m/s^2	199.890350877193	leftShank	x	x
leftShank_ACCEL_y	ACCEL	m/s^2	199.890350877193	leftShank	y	y
leftShank_ACCEL_z	ACCEL	m/s^2	199.890350877193	leftShank	z	z
leftFoot_ACCEL_x	ACCEL	m/s^2	199.890350877193	leftFoot	x	x
leftFoot_ACCEL_y	ACCEL	m/s^2	199.890350877193	leftFoot	y	y
leftFoot_ACCEL_z	ACCEL	m/s^2	199.890350877193	leftFoot	z	z
rightThigh_ACCEL_x	ACCEL	m/s^2	199.890350877193	rightThigh	x	x
rightThigh_ACCEL_y	ACCEL	m/s^2	199.890350877193	rightThigh	y	y
rightThigh_ACCEL_z	ACCEL	m/s^2	199.890350877193	rightThigh	z	z
rightShank_ACCEL_x	ACCEL	m/s^2	199.890350877193	rightShank	x	x
rightShank_ACCEL_y	ACCEL	m/s^2	199.890350877193	rightShank	y	y
rightShank_ACCEL_z	ACCEL	m/s^2	199.890350877193	rightShank	z	z
rightFoot_ACCEL_x	ACCEL	m/s^2	199.890350877193	rightFoot	x	x
rightFoot_ACCEL_y	ACCEL	m/s^2	199.890350877193	rightFoot	y	y
rightFoot_ACCEL_z	ACCEL	m/s^2	199.890350877193	rightFoot	z	z
leftAnkle_ACCEL_x	ACCEL	m/s^2	199.890350877193	leftAnkle	x	x
leftAnkle_ACCEL_y	ACCEL	m/s^2	199.890350877193	leftAnkle	y	y
leftAnkle_ACCEL_z	ACCEL	m/s^2	199.890350877193	leftAnkle	z	z
rightAnkle_ACCEL_x	ACCEL	m/s^2	199.890350877193	rightAnkle	x	x
rightAnkle_ACCEL_y	ACCEL	m/s^2	199.890350877193	rightAnkle	y	y
rightAnkle_ACCEL_z	ACCEL	m/s^2	199.890350877193	rightAnkle	z	z
pocket_ACCEL_x	ACCEL	m/s^2	199.890350877193	pocket	x	x
pocket_ACCEL_y	ACCEL	m/s^2	199.890350877193	pocket	y	y
pocket_ACCEL_z	ACCEL	m/s^2	199.890350877193	pocket	z	z
head_GYRO_x	GYRO	rad/s	199.890350877193	head	x	x
head_GYRO_y	GYRO	rad/s	199.890350877193	head	y	y
head_GYRO_z	GYRO	rad/s	199.890350877193	head	z	z
sternum_GYRO_x	GYRO	rad/s	199.890350877193	sternum	x	x
sternum_GYRO_y	GYRO	rad/s	199.890350877193	sternum	y	y
sternum_GYRO_z	GYRO	rad/s	199.890350877193	sternum	z	z
leftUpperArm_GYRO_x	GYRO	rad/s	199.890350877193	leftUpperArm	x	x
leftUpperArm_GYRO_y	GYRO	rad/s	199.890350877193	leftUpperArm	y	y
leftUpperArm_GYRO_z	GYRO	rad/s	199.890350877193	leftUpperArm	z	z
leftForeArm_GYRO_x	GYRO	rad/s	199.890350877193	leftForeArm	x	x
leftForeArm_GYRO_y	GYRO	rad/s	199.890350877193	leftForeArm	y	y
leftForeArm_GYRO_z	GYRO	rad/s	199.890350877193	leftForeArm	z	z
rightUpperArm_GYRO_x	GYRO	rad/s	199.890350877193	rightUpperArm	x	x
rightUpperArm_GYRO_y	GYRO	rad/s	199.890350877193	rightUpperArm	y	y
rightUpperArm_GYRO_z	GYRO	rad/s	199.890350877193	rightUpperArm	z	z
rightForeArm_GYRO_x	GYRO	rad/s	199.890350877193	rightForeArm	x	x
rightForeArm_GYRO_y	GYRO	rad/s	199.890350877193	rightForeArm	y	y
rightForeArm_GYRO_z	GYRO	rad/s	199.890350877193	rightForeArm	z	z
pelvis_GYRO_x	GYRO	rad/s	199.890350877193	pelvis	x	x
pelvis_GYRO_y	GYRO	rad/s	199.890350877193	pelvis	y	y
pelvis_GYRO_z	GYRO	rad/s	199.890350877193	pelvis	z	z
leftThigh_GYRO_x	GYRO	rad/s	199.890350877193	leftThigh	x	x
leftThigh_GYRO_y	GYRO	rad/s	199.890350877193	leftThigh	y	y
leftThigh_GYRO_z	GYRO	rad/s	199.890350877193	leftThigh	z	z
leftShank_GYRO_x	GYRO	rad/s	199.890350877193	leftShank	x	x
leftShank_GYRO_y	GYRO	rad/s	199.890350877193	leftShank	y	y
leftShank_GYRO_z	GYRO	rad/s	199.890350877193	leftShank	z	z
leftFoot_GYRO_x	GYRO	rad/s	199.890350877193	leftFoot	x	x
leftFoot_GYRO_y	GYRO	rad/s	199.890350877193	leftFoot	y	y
leftFoot_GYRO_z	GYRO	rad/s	199.890350877193	leftFoot	z	z
rightThigh_GYRO_x	GYRO	rad/s	199.890350877193	rightThigh	x	x
rightThigh_GYRO_y	GYRO	rad/s	199.890350877193	rightThigh	y	y
rightThigh_GYRO_z	GYRO	rad/s	199.890350877193	rightThigh	z	z
rightShank_GYRO_x	GYRO	rad/s	199.890350877193	rightShank	x	x
rightShank_GYRO_y	GYRO	rad/s	199.890350877193	rightShank	y	y
rightShank_GYRO_z	GYRO	rad/s	199.890350877193	rightShank	z	z
rightFoot_GYRO_x	GYRO	rad/s	199.890350877193	rightFoot	x	x
rightFoot_GYRO_y	GYRO	rad/s	199.890350877193	rightFoot	y	y
rightFoot_GYRO_z	GYRO	rad/s	199.890350877193	rightFoot	z	z
leftAnkle_GYRO_x	GYRO	rad/s	199.890350877193	leftAnkle	x	x
leftAnkle_GYRO_y	GYRO	rad/s	199.890350877193	leftAnkle	y	y
leftAnkle_GYRO_z	GYRO	rad/s	199.890350877193	leftAnkle	z	z
rightAnkle_GYRO_x	GYRO	rad/s	199.890350877193	rightAnkle	x	x
rightAnkle_GYRO_y	GYRO	rad/s	199.890350877193	rightAnkle	y	y
rightAnkle_GYRO_z	GYRO	rad/s	199.890350877193	rightAnkle	z	z
pocket_GYRO_x	GYRO	rad/s	199.890350877193	pocket	x	x
pocket_GYRO_y	GYRO	rad/s	199.890350877193	pocket	y	y
pocket_GYRO_z	GYRO	rad/s	199.890350877193	pocket	z	z
head_MAGN_x	MAGN	T	199.890350877193	head	x	x
head_MAGN_y	MAGN	T	199.890350877193	head	y	y
head_MAGN_z	MAGN	T	199.890350877193	head	z	z
sternum_MAGN_x	MAGN	T	199.890350877193	sternum	x	x
sternum_MAGN_y	MAGN	T	199.890350877193	sternum	y	y
sternum_MAGN_z	MAGN	T	199.890350877193	sternum	z	z
leftUpperArm_MAGN_x	MAGN	T	199.890350877193	leftUpperArm	x	x
leftUpperArm_MAGN_y	MAGN	T	199.890350877193	leftUpperArm	y	y
leftUpperArm_MAGN_z	MAGN	T	199.890350877193	leftUpperArm	z	z
leftForeArm_MAGN_x	MAGN	T	199.890350877193	leftForeArm	x	x
leftForeArm_MAGN_y	MAGN	T	199.890350877193	leftForeArm	y	y
leftForeArm_MAGN_z	MAGN	T	199.890350877193	leftForeArm	z	z
rightUpperArm_MAGN_x	MAGN	T	199.890350877193	rightUpperArm	x	x
rightUpperArm_MAGN_y	MAGN	T	199.890350877193	rightUpperArm	y	y
rightUpperArm_MAGN_z	MAGN	T	199.890350877193	rightUpperArm	z	z
rightForeArm_MAGN_x	MAGN	T	199.890350877193	rightForeArm	x	x
rightForeArm_MAGN_y	MAGN	T	199.890350877193	rightForeArm	y	y
rightForeArm_MAGN_z	MAGN	T	199.890350877193	rightForeArm	z	z
pelvis_MAGN_x	MAGN	T	199.890350877193	pelvis	x	x
pelvis_MAGN_y	MAGN	T	199.890350877193	pelvis	y	y
pelvis_MAGN_z	MAGN	T	199.890350877193	pelvis	z	z
leftThigh_MAGN_x	MAGN	T	199.890350877193	leftThigh	x	x
leftThigh_MAGN_y	MAGN	T	199.890350877193	leftThigh	y	y
leftThigh_MAGN_z	MAGN	T	199.890350877193	leftThigh	z	z
leftShank_MAGN_x	MAGN	T	199.890350877193	leftShank	x	x
leftShank_MAGN_y	MAGN	T	199.890350877193	leftShank	y	y
leftShank_MAGN_z	MAGN	T	199.890350877193	leftShank	z	z
leftFoot_MAGN_x	MAGN	T	199.890350877193	leftFoot	x	x
leftFoot_MAGN_y	MAGN	T	199.890350877193	leftFoot	y	y
leftFoot_MAGN_z	MAGN	T	199.890350877193	leftFoot	z	z
rightThigh_MAGN_x	MAGN	T	199.890350877193	rightThigh	x	x
rightThigh_MAGN_y	MAGN	T	199.890350877193	rightThigh	y	y
rightThigh_MAGN_z	MAGN	T	199.890350877193	rightThigh	z	z
rightShank_MAGN_x	MAGN	T	199.890350877193	rightShank	x	x
rightShank_MAGN_y	MAGN	T	199.890350877193	rightShank	y	y
rightShank_MAGN_z	MAGN	T	199.890350877193	rightShank	z	z
rightFoot_MAGN_x	MAGN	T	199.890350877193	rightFoot	x	x
rightFoot_MAGN_y	MAGN	T	199.890350877193	rightFoot	y	y
rightFoot_MAGN_z	MAGN	T	199.890350877193	rightFoot	z	z
leftAnkle_MAGN_x	MAGN	T	199.890350877193	leftAnkle	x	x
leftAnkle_MAGN_y	MAGN	T	199.890350877193	leftAnkle	y	y
leftAnkle_MAGN_z	MAGN	T	199.890350877193	leftAnkle	z	z
rightAnkle_MAGN_x	MAGN	T	199.890350877193	rightAnkle	x	x
rightAnkle_MAGN_y	MAGN	T	199.890350877193	rightAnkle	y	y
rightAnkle_MAGN_z	MAGN	T	199.890350877193	rightAnkle	z	z
pocket_MAGN_x	MAGN	T	199.890350877193	pocket	x	x
pocket_MAGN_y	MAGN	T	199.890350877193	pocket	y	y
pocket_MAGN_z	MAGN	T	199.890350877193	pocket	z	z
