onset	duration	sample	event_type	face_type	rep_status	trial	rep_lag	value	stim_file
0.004	n/a	1	setup_right_sym	n/a	n/a	n/a	n/a	3	n/a
24.2098181818	n/a	6052	show_face_initial	unfamiliar_face	first_show	1	n/a	13	u032.bmp
25.0352727273	n/a	6258	show_circle	n/a	n/a	1	n/a	0	circle.bmp
25.158	n/a	6289	left_press	n/a	n/a	1	n/a	256	n/a
26.7352727273	n/a	6683	show_cross	n/a	n/a	2	n/a	1	cross.bmp
27.2498181818	n/a	6812	show_face	unfamiliar_face	immediate_repeat	2	1	14	u032.bmp
27.8970909091	n/a	6974	left_press	n/a	n/a	2	n/a	256	n/a
28.0998181818	n/a	7024	show_circle	n/a	n/a	2	n/a	0	circle.bmp
29.7998181818	n/a	7449	show_cross	n/a	n/a	3	n/a	1	cross.bmp
30.3570909091	n/a	7589	show_face	unfamiliar_face	first_show	3	n/a	13	u088.bmp
31.188	n/a	7797	show_circle	n/a	n/a	3	n/a	0	circle.bmp
32.888	n/a	8222	show_cross	n/a	n/a	4	n/a	1	cross.bmp
33.3643636364	n/a	8341	show_face	unfamiliar_face	first_show	4	n/a	13	u084.bmp
34.368	n/a	8592	show_circle	n/a	n/a	4	n/a	0	circle.bmp
36.068	n/a	9017	show_cross	n/a	n/a	5	n/a	1	cross.bmp
36.5561818182	n/a	9139	show_face	famous_face	first_show	5	n/a	5	f123.bmp
37.3161818182	n/a	9329	right_press	n/a	n/a	5	n/a	4096	n/a
37.3825454545	n/a	9345	show_circle	n/a	n/a	5	n/a	0	circle.bmp
39.0825454545	n/a	9770	show_cross	n/a	n/a	6	n/a	1	cross.bmp
39.5789090909	n/a	9894	show_face	unfamiliar_face	first_show	6	n/a	13	u022.bmp
40.581636363600005	n/a	10145	show_circle	n/a	n/a	6	n/a	0	circle.bmp
42.2816363636	n/a	10570	show_cross	n/a	n/a	7	n/a	1	cross.bmp
42.8025454545	n/a	10700	show_face	famous_face	first_show	7	n/a	5	f094.bmp
43.5489090909	n/a	10887	right_press	n/a	n/a	7	n/a	4096	n/a
43.7198181818	n/a	10929	show_circle	n/a	n/a	7	n/a	0	circle.bmp
45.4198181818	n/a	11354	show_cross	n/a	n/a	8	n/a	1	cross.bmp
46.043454545500005	n/a	11510	show_face	scrambled_face	first_show	8	n/a	17	s150.bmp
46.95072727270001	n/a	11737	show_circle	n/a	n/a	8	n/a	0	circle.bmp
48.6507272727	n/a	12162	show_cross	n/a	n/a	9	n/a	1	cross.bmp
49.1343636364	n/a	12283	show_face	unfamiliar_face	delayed_repeat	9	6	15	u088.bmp
50.1352727273	n/a	12533	show_circle	n/a	n/a	9	n/a	0	circle.bmp
51.8352727273	n/a	12958	show_cross	n/a	n/a	10	n/a	1	cross.bmp
52.3916363636	n/a	13097	show_face	famous_face	first_show	10	n/a	5	f063.bmp
53.100727272700006	n/a	13275	right_press	n/a	n/a	10	n/a	4096	n/a
53.2616363636	n/a	13315	show_circle	n/a	n/a	10	n/a	0	circle.bmp
54.96163636359999	n/a	13740	show_cross	n/a	n/a	11	n/a	1	cross.bmp
55.5489090909	n/a	13887	show_face	unfamiliar_face	delayed_repeat	11	7	15	u084.bmp
56.5589090909	n/a	14139	show_circle	n/a	n/a	11	n/a	0	circle.bmp
58.258909090900005	n/a	14564	show_cross	n/a	n/a	12	n/a	1	cross.bmp
58.8061818182	n/a	14701	show_face	unfamiliar_face	first_show	12	n/a	13	u004.bmp
59.5407272727	n/a	14885	left_press	n/a	n/a	12	n/a	256	n/a
59.7270909091	n/a	14931	show_circle	n/a	n/a	12	n/a	0	circle.bmp
61.4270909091	n/a	15356	show_cross	n/a	n/a	13	n/a	1	cross.bmp
61.9134545455	n/a	15478	show_face	unfamiliar_face	immediate_repeat	13	1	14	u004.bmp
62.850727272700006	n/a	15712	left_press	n/a	n/a	13	n/a	256	n/a
62.8934545455	n/a	15723	show_circle	n/a	n/a	13	n/a	0	circle.bmp
64.5934545455	n/a	16148	show_cross	n/a	n/a	14	n/a	1	cross.bmp
65.10436363640001	n/a	16276	show_face	famous_face	delayed_repeat	14	9	7	f123.bmp
65.7989090909	n/a	16449	right_press	n/a	n/a	14	n/a	4096	n/a
66.10436363640001	n/a	16526	show_circle	n/a	n/a	14	n/a	0	circle.bmp
67.8043636364	n/a	16951	show_cross	n/a	n/a	15	n/a	1	cross.bmp
68.4289090909	n/a	17107	show_face	famous_face	first_show	15	n/a	5	f006.bmp
69.3470909091	n/a	17336	right_press	n/a	n/a	15	n/a	4096	n/a
69.3625454545	n/a	17340	show_circle	n/a	n/a	15	n/a	0	circle.bmp
71.0625454545	n/a	17765	show_cross	n/a	n/a	16	n/a	1	cross.bmp
71.6025454545	n/a	17900	show_face	unfamiliar_face	delayed_repeat	16	10	15	u022.bmp
72.32981818180001	n/a	18082	right_press	n/a	n/a	16	n/a	4096	n/a
72.5616363636	n/a	18140	show_circle	n/a	n/a	16	n/a	0	circle.bmp
74.26163636359999	n/a	18565	show_cross	n/a	n/a	17	n/a	1	cross.bmp
74.7598181818	n/a	18689	show_face	scrambled_face	first_show	17	n/a	17	s043.bmp
75.6989090909	n/a	18924	left_press	n/a	n/a	17	n/a	256	n/a
75.7334545455	n/a	18933	show_circle	n/a	n/a	17	n/a	0	circle.bmp
77.4334545455	n/a	19358	show_cross	n/a	n/a	18	n/a	1	cross.bmp
78.0670909091	n/a	19516	show_face	scrambled_face	immediate_repeat	18	1	18	s043.bmp
78.8107272727	n/a	19702	left_press	n/a	n/a	18	n/a	256	n/a
78.9434545455	n/a	19735	show_circle	n/a	n/a	18	n/a	0	circle.bmp
80.6434545455	n/a	20160	show_cross	n/a	n/a	19	n/a	1	cross.bmp
81.1916363636	n/a	20297	show_face	famous_face	delayed_repeat	19	12	7	f094.bmp
81.8416363636	n/a	20460	right_press	n/a	n/a	19	n/a	4096	n/a
82.1370909091	n/a	20534	show_circle	n/a	n/a	19	n/a	0	circle.bmp
83.8370909091	n/a	20959	show_cross	n/a	n/a	20	n/a	1	cross.bmp
84.4989090909	n/a	21124	show_face	scrambled_face	first_show	20	n/a	17	s083.bmp
85.43072727270001	n/a	21357	show_circle	n/a	n/a	20	n/a	0	circle.bmp
85.6189090909	n/a	21404	left_press	n/a	n/a	20	n/a	256	n/a
87.1307272727	n/a	21782	show_cross	n/a	n/a	21	n/a	1	cross.bmp
87.75618181819999	n/a	21939	show_face	scrambled_face	immediate_repeat	21	1	18	s083.bmp
88.6252727273	n/a	22156	show_circle	n/a	n/a	21	n/a	0	circle.bmp
90.3252727273	n/a	22581	show_cross	n/a	n/a	22	n/a	1	cross.bmp
90.8970909091	n/a	22724	show_face	scrambled_face	delayed_repeat	22	14	19	s150.bmp
91.7243636364	n/a	22931	show_circle	n/a	n/a	22	n/a	0	circle.bmp
93.4243636364	n/a	23356	show_cross	n/a	n/a	23	n/a	1	cross.bmp
93.8870909091	n/a	23471	show_face	famous_face	first_show	23	n/a	5	f093.bmp
94.7770909091	n/a	23694	show_circle	n/a	n/a	23	n/a	0	circle.bmp
94.8107272727	n/a	23702	left_press	n/a	n/a	23	n/a	256	n/a
96.4770909091	n/a	24119	show_cross	n/a	n/a	24	n/a	1	cross.bmp
97.078	n/a	24269	show_face	famous_face	delayed_repeat	24	14	7	f063.bmp
97.668	n/a	24417	right_press	n/a	n/a	24	n/a	4096	n/a
97.9389090909	n/a	24484	show_circle	n/a	n/a	24	n/a	0	circle.bmp
99.6389090909	n/a	24909	show_cross	n/a	n/a	25	n/a	1	cross.bmp
100.218	n/a	25054	show_face	famous_face	first_show	25	n/a	5	f143.bmp
100.9407272727	n/a	25235	right_press	n/a	n/a	25	n/a	4096	n/a
101.2198181818	n/a	25304	show_circle	n/a	n/a	25	n/a	0	circle.bmp
102.9198181818	n/a	25729	show_cross	n/a	n/a	26	n/a	1	cross.bmp
103.4589090909	n/a	25864	show_face	famous_face	immediate_repeat	26	1	6	f143.bmp
104.0743636364	n/a	26018	right_press	n/a	n/a	26	n/a	4096	n/a
104.3925454545	n/a	26098	show_circle	n/a	n/a	26	n/a	0	circle.bmp
106.0925454545	n/a	26523	show_cross	n/a	n/a	27	n/a	1	cross.bmp
106.5661818182	n/a	26641	show_face	scrambled_face	first_show	27	n/a	17	s142.bmp
107.408	n/a	26852	show_circle	n/a	n/a	27	n/a	0	circle.bmp
107.4134545455	n/a	26853	left_press	n/a	n/a	27	n/a	256	n/a
109.108	n/a	27277	show_cross	n/a	n/a	28	n/a	1	cross.bmp
