	onset	duration	trial_type	congruent_incorrect	Unnamed: 1	Rsponse	StimVar	Stimulus	ResponseTime
0	0.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	559	n/a
1	2.5	1.0	incongruent_correct	n/a	1	2	incongruent	883	n/a
2	5.0	1.0	congruent_correct	n/a	1	1	congruent	513	n/a
3	7.5	1.0	congruent_correct	n/a	1	1	congruent	485	n/a
4	10.0	1.0	incongruent_correct	n/a	1	2	incongruent	554	n/a
5	12.5	1.0	incongruent_correct	n/a	1	2	incongruent	503	n/a
6	20.0	1.0	incongruent_correct	n/a	1	2	incongruent	908	n/a
7	22.5	1.0	incongruent_correct	n/a	1	2	incongruent	654	n/a
8	25.0	1.0	congruent_correct	n/a	1	1	congruent	451	n/a
9	27.5	1.0	congruent_correct	n/a	1	1	congruent	625	n/a
10	30.0	1.0	congruent_correct	n/a	1	1	congruent	485	n/a
11	32.5	1.0	congruent_correct	n/a	1	1	congruent	419	n/a
12	45.0	1.0	congruent_correct	n/a	1	1	congruent	538	n/a
13	47.5	1.0	congruent_correct	n/a	1	1	congruent	551	n/a
14	50.0	1.0	incongruent_correct	n/a	1	2	incongruent	603	n/a
15	52.5	1.0	incongruent_correct	n/a	1	2	incongruent	545	n/a
16	55.0	1.0	congruent_correct	n/a	1	1	congruent	773	n/a
17	57.5	1.0	incongruent_correct	n/a	1	2	incongruent	561	n/a
18	65.0	1.0	congruent_correct	n/a	1	1	congruent	719	n/a
19	67.5	1.0	incongruent_correct	n/a	1	2	incongruent	429	n/a
20	70.0	1.0	incongruent_correct	n/a	1	2	incongruent	441	n/a
21	72.5	1.0	incongruent_correct	n/a	1	2	incongruent	542	n/a
22	75.0	1.0	congruent_correct	n/a	1	1	congruent	602	n/a
23	77.5	1.0	congruent_correct	n/a	1	1	congruent	503	n/a
24	80.0	1.0	congruent_correct	n/a	1	1	congruent	627	n/a
25	82.5	1.0	congruent_correct	n/a	1	1	congruent	417	n/a
26	85.0	1.0	congruent_correct	n/a	1	1	congruent	541	n/a
27	87.5	1.0	incongruent_correct	n/a	1	2	incongruent	538	n/a
28	90.0	1.0	incongruent_incorrect	n/a	0	2	incongruent	581	n/a
29	92.5	1.0	congruent_correct	n/a	1	1	congruent	610	n/a
30	95.0	1.0	incongruent_correct	n/a	1	2	incongruent	576	n/a
31	97.5	1.0	incongruent_correct	n/a	1	2	incongruent	452	n/a
32	100.0	1.0	incongruent_correct	n/a	1	2	incongruent	465	n/a
33	102.5	1.0	incongruent_correct	n/a	1	2	incongruent	837	n/a
34	105.0	1.0	congruent_correct	n/a	1	1	congruent	546	n/a
35	107.5	1.0	congruent_correct	n/a	1	1	congruent	487	n/a
36	110.0	1.0	incongruent_correct	n/a	1	2	incongruent	571	n/a
37	112.5	1.0	incongruent_correct	n/a	1	2	incongruent	407	n/a
38	120.0	1.0	incongruent_correct	n/a	1	2	incongruent	830	n/a
39	122.5	1.0	congruent_correct	n/a	1	1	congruent	458	n/a
40	125.0	1.0	congruent_correct	n/a	1	1	congruent	711	n/a
41	127.5	1.0	congruent_correct	n/a	1	1	congruent	396	n/a
42	135.0	1.0	incongruent_correct	n/a	1	2	incongruent	723	n/a
43	137.5	1.0	congruent_correct	n/a	1	1	congruent	454	n/a
44	140.0	1.0	congruent_correct	n/a	1	1	congruent	364	n/a
45	142.5	1.0	incongruent_correct	n/a	1	2	incongruent	575	n/a
46	145.0	1.0	congruent_correct	n/a	1	1	congruent	581	n/a
47	147.5	1.0	incongruent_correct	n/a	1	2	incongruent	442	n/a
48	150.0	1.0	congruent_correct	n/a	1	1	congruent	597	n/a
49	152.5	1.0	congruent_correct	n/a	1	1	congruent	515	n/a
50	155.0	1.0	congruent_correct	n/a	1	1	congruent	527	n/a
51	157.5	1.0	incongruent_correct	n/a	1	2	incongruent	852	n/a
52	160.0	1.0	incongruent_correct	n/a	1	2	incongruent	456	n/a
53	162.5	1.0	congruent_correct	n/a	1	1	congruent	596	n/a
54	170.0	1.0	incongruent_correct	n/a	1	2	incongruent	723	n/a
55	172.5	1.0	congruent_correct	n/a	1	1	congruent	449	n/a
56	175.0	1.0	congruent_correct	n/a	1	1	congruent	404	n/a
57	177.5	1.0	incongruent_correct	n/a	1	2	incongruent	641	n/a
58	185.0	1.0	incongruent_correct	n/a	1	2	incongruent	719	n/a
59	187.5	1.0	incongruent_correct	n/a	1	2	incongruent	316	n/a
60	190.0	1.0	incongruent_correct	n/a	1	2	incongruent	568	n/a
61	192.5	1.0	incongruent_correct	n/a	1	2	incongruent	581	n/a
62	195.0	1.0	congruent_correct	n/a	1	1	congruent	538	n/a
63	197.5	1.0	congruent_correct	n/a	1	1	congruent	431	n/a
64	200.0	1.0	congruent_correct	n/a	1	1	congruent	460	n/a
65	202.5	1.0	incongruent_correct	n/a	1	2	incongruent	720	n/a
66	205.0	1.0	incongruent_correct	n/a	1	2	incongruent	469	n/a
67	207.5	1.0	incongruent_correct	n/a	1	2	incongruent	857	n/a
68	215.0	1.0	incongruent_correct	n/a	1	2	incongruent	959	n/a
69	217.5	1.0	incongruent_correct	n/a	1	2	incongruent	548	n/a
70	220.0	1.0	congruent_correct	n/a	1	1	congruent	536	n/a
71	222.5	1.0	incongruent_correct	n/a	1	2	incongruent	468	n/a
72	225.0	1.0	incongruent_correct	n/a	1	2	incongruent	481	n/a
73	227.5	1.0	congruent_correct	n/a	1	1	congruent	1166	n/a
74	230.0	1.0	congruent_correct	n/a	1	1	congruent	403	n/a
75	232.5	1.0	congruent_correct	n/a	1	1	congruent	480	n/a
76	235.0	1.0	incongruent_correct	n/a	1	2	incongruent	685	n/a
77	237.5	1.0	congruent_correct	n/a	1	1	congruent	434	n/a
78	240.0	1.0	incongruent_correct	n/a	1	2	incongruent	502	n/a
79	242.5	1.0	congruent_correct	n/a	1	1	congruent	482	n/a
80	245.0	1.0	congruent_correct	n/a	1	1	congruent	487	n/a
81	247.5	1.0	incongruent_correct	n/a	1	2	incongruent	611	n/a
82	250.0	1.0	congruent_correct	n/a	1	1	congruent	433	n/a
83	252.5	1.0	congruent_correct	n/a	1	1	congruent	581	n/a
84	255.0	1.0	incongruent_correct	n/a	1	2	incongruent	705	n/a
85	257.5	1.0	congruent_correct	n/a	1	1	congruent	558	n/a
86	270.0	1.0	incongruent_correct	n/a	1	2	incongruent	989	n/a
87	272.5	1.0	congruent_correct	n/a	1	1	congruent	435	n/a
88	275.0	1.0	congruent_correct	n/a	1	1	congruent	575	n/a
89	277.5	1.0	incongruent_correct	n/a	1	2	incongruent	755	n/a
90	280.0	1.0	incongruent_correct	n/a	1	2	incongruent	600	n/a
91	282.5	1.0	congruent_correct	n/a	1	1	congruent	557	n/a
92	290.0	1.0	congruent_correct	n/a	1	1	congruent	763	n/a
93	292.5	1.0	incongruent_correct	n/a	1	2	incongruent	599	n/a
94	295.0	1.0	incongruent_correct	n/a	1	2	incongruent	444	n/a
95	297.5	1.0	congruent_correct	n/a	1	1	congruent	521	n/a
