onset	duration	trial_type	response_time	sample	value
134.3242187500	n/a	stimulus	n/a	34387.0000000000	128
138.5507812500	n/a	response	n/a	35469.0000000000	4
141.1171875000	n/a	response	n/a	36126.0000000000	2
251.3046875000	n/a	stimulus	n/a	64334.0000000000	128
254.8398437500	n/a	response	n/a	65239.0000000000	4
258.2226562500	n/a	response	n/a	66105.0000000000	2
335.5664062500	n/a	stimulus	n/a	85905.0000000000	128
338.4648437500	n/a	response	n/a	86647.0000000000	4
341.2304687500	n/a	response	n/a	87355.0000000000	2
505.7500000000	n/a	stimulus	n/a	129472.0000000000	128
509.9921875000	n/a	response	n/a	130558.0000000000	2
512.9101562500	n/a	response	n/a	131305.0000000000	4
587.2070312500	n/a	stimulus	n/a	150325.0000000000	128
591.1054687500	n/a	response	n/a	151323.0000000000	2
593.6601562500	n/a	response	n/a	151977.0000000000	4
664.0976562500	n/a	stimulus	n/a	170009.0000000000	128
666.7343750000	n/a	response	n/a	170684.0000000000	4
669.1953125000	n/a	response	n/a	171314.0000000000	4
811.8203125000	n/a	stimulus	n/a	207826.0000000000	128
815.1210937500	n/a	response	n/a	208671.0000000000	8
903.6953125000	n/a	stimulus	n/a	231346.0000000000	128
911.8437500000	n/a	response	n/a	233432.0000000000	4
920.3164062500	n/a	response	n/a	235601.0000000000	4
1137.4531250000	n/a	stimulus	n/a	291188.0000000000	128
1140.0976562500	n/a	response	n/a	291865.0000000000	4
1142.2460937500	n/a	response	n/a	292415.0000000000	2
1401.9609375000	n/a	stimulus	n/a	358902.0000000000	128
1405.6406250000	n/a	response	n/a	359844.0000000000	8
1412.1914062500	n/a	response	n/a	361521.0000000000	4
1517.5976562500	n/a	stimulus	n/a	388505.0000000000	128
1520.3085937500	n/a	response	n/a	389199.0000000000	4
1523.1953125000	n/a	response	n/a	389938.0000000000	2
1574.4218750000	n/a	stimulus	n/a	403052.0000000000	128
1577.0546875000	n/a	response	n/a	403726.0000000000	4
1579.2109375000	n/a	response	n/a	404278.0000000000	2
1703.6289062500	n/a	stimulus	n/a	436129.0000000000	128
1706.5664062500	n/a	response	n/a	436881.0000000000	4
1708.7031250000	n/a	response	n/a	437428.0000000000	4
2065.0000000000	n/a	stimulus	n/a	528640.0000000000	128
2069.5117187500	n/a	response	n/a	529795.0000000000	4
2072.1289062500	n/a	response	n/a	530465.0000000000	4
2227.7656250000	n/a	stimulus	n/a	570308.0000000000	128
2231.0625000000	n/a	response	n/a	571152.0000000000	8
2233.2343750000	n/a	response	n/a	571708.0000000000	4
2404.1562500000	n/a	stimulus	n/a	615464.0000000000	128
2407.7695312500	n/a	response	n/a	616389.0000000000	2
2410.9882812500	n/a	response	n/a	617213.0000000000	8
2413.4765625000	n/a	response	n/a	617850.0000000000	4
2499.4843750000	n/a	stimulus	n/a	639868.0000000000	128
2506.7773437500	n/a	response	n/a	641735.0000000000	8
2511.6679687500	n/a	response	n/a	642987.0000000000	8
2602.6367187500	n/a	stimulus	n/a	666275.0000000000	128
2608.6250000000	n/a	response	n/a	667808.0000000000	4
2611.5117187500	n/a	response	n/a	668547.0000000000	2
2697.5195312500	n/a	stimulus	n/a	690565.0000000000	128
2700.6015625000	n/a	response	n/a	691354.0000000000	2
2703.6328125000	n/a	response	n/a	692130.0000000000	4
