onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.853	.491	UNFAMILIAR	13	4	.922	func/u116.bmp
7.040	.929	.413	UNFAMILIAR	13	4	.658	func/u125.bmp
10.414	.806	.574	SCRAMBLED	17	4	.633	func/s129.bmp
13.571	.902	.579	SCRAMBLED	18	4	.730	func/s129.bmp
16.695	.999	.465	UNFAMILIAR	13	4	.775	func/u118.bmp
19.952	.864	.492	SCRAMBLED	17	4	.614	func/s128.bmp
23.126	.895	.544	SCRAMBLED	17	4	1.121	func/s125.bmp
26.316	.980	.519	UNFAMILIAR	15	4	.811	func/u116.bmp
29.557	.899	.496	UNFAMILIAR	13	4	.620	func/u128.bmp
32.764	.850	.537	UNFAMILIAR	14	4	.536	func/u128.bmp
35.837	.912	.464	UNFAMILIAR	15	4	.636	func/u125.bmp
38.493	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
59.105	.809	.576	SCRAMBLED	17	4	1.139	func/s123.bmp
62.246	.805	.558	SCRAMBLED	18	4	.582	func/s123.bmp
65.403	.813	.583	UNFAMILIAR	13	4	.852	func/u130.bmp
68.493	.918	.503	UNFAMILIAR	15	4	.735	func/u118.bmp
71.717	.948	.544	FAMOUS	5	4	.820	func/f130.bmp
74.991	.818	.565	FAMOUS	6	4	.599	func/f130.bmp
78.098	.805	.529	SCRAMBLED	19	4	.851	func/s128.bmp
81.271	.891	.587	SCRAMBLED	17	4	.666	func/s115.bmp
84.361	.808	.422	SCRAMBLED	18	7	.732	func/s115.bmp
87.385	.905	.435	SCRAMBLED	19	4	.885	func/s125.bmp
90.525	.881	.462	SCRAMBLED	17	4	.790	func/s118.bmp
93.682	.861	.515	SCRAMBLED	17	4	.808	func/s116.bmp
96.806	.901	.491	SCRAMBLED	18	4	.750	func/s116.bmp
99.913	.991	.450	SCRAMBLED	17	7	.910	func/s114.bmp
103.254	.929	.584	SCRAMBLED	18	7	1.924	func/s114.bmp
106.527	.814	.570	UNFAMILIAR	15	4	.775	func/u130.bmp
109.668	.952	.565	SCRAMBLED	17	4	.716	func/s124.bmp
112.357	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
132.869	.802	.468	UNFAMILIAR	13	4	.731	func/u124.bmp
135.993	.836	.552	UNFAMILIAR	14	4	.528	func/u124.bmp
139.033	.859	.447	UNFAMILIAR	13	4	.646	func/u129.bmp
142.073	.962	.409	UNFAMILIAR	14	4	.539	func/u129.bmp
145.347	.952	.538	SCRAMBLED	19	4	.589	func/s118.bmp
148.654	.903	.593	UNFAMILIAR	13	4	.497	func/u119.bmp
151.911	.893	.592	FAMOUS	5	4	.570	func/f122.bmp
155.135	.828	.552	UNFAMILIAR	13	4	1.808	func/u115.bmp
158.242	.886	.510	SCRAMBLED	19	4	.608	func/s124.bmp
161.382	.846	.496	SCRAMBLED	17	4	.610	func/s119.bmp
164.473	.947	.480	SCRAMBLED	18	4	.603	func/s119.bmp
167.646	.911	.457	FAMOUS	5	4	.534	func/f119.bmp
170.920	.834	.595	SCRAMBLED	17	4	.620	func/s120.bmp
174.044	.998	.522	UNFAMILIAR	15	4	.660	func/u119.bmp
177.318	.908	.506	SCRAMBLED	17	7	1.105	func/s126.bmp
180.525	.990	.519	SCRAMBLED	18	7	1.379	func/s126.bmp
183.849	.866	.566	FAMOUS	7	4	.748	func/f122.bmp
187.056	.919	.573	FAMOUS	5	4	.825	func/f115.bmp
190.146	.862	.407	UNFAMILIAR	15	4	1.187	func/u115.bmp
192.752	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
213.381	.811	.586	FAMOUS	5	4	.791	func/f120.bmp
216.455	.837	.490	FAMOUS	6	4	.697	func/f120.bmp
219.561	.925	.494	SCRAMBLED	17	4	.987	func/s122.bmp
222.718	.810	.464	SCRAMBLED	18	4	.501	func/s122.bmp
225.859	.836	.562	FAMOUS	7	4	.625	func/f119.bmp
228.865	.919	.412	SCRAMBLED	17	4	1.025	func/s127.bmp
232.139	.908	.595	SCRAMBLED	18	4	.614	func/s127.bmp
235.380	.848	.486	SCRAMBLED	19	4	.894	func/s120.bmp
238.520	.847	.521	UNFAMILIAR	13	4	1.083	func/u114.bmp
241.727	.870	.597	UNFAMILIAR	13	4	.902	func/u126.bmp
244.951	.850	.572	FAMOUS	7	4	.733	func/f115.bmp
247.974	.961	.416	FAMOUS	5	4	.743	func/f121.bmp
251.182	.915	.482	FAMOUS	6	4	.658	func/f121.bmp
254.405	.925	.536	FAMOUS	5	4	.617	func/f125.bmp
257.613	.857	.502	FAMOUS	6	4	.616	func/f125.bmp
260.686	.907	.446	FAMOUS	5	4	1.141	func/f123.bmp
263.860	.902	.489	FAMOUS	6	4	.622	func/f123.bmp
267.100	.849	.569	UNFAMILIAR	13	4	.855	func/u121.bmp
270.291	.889	.570	UNFAMILIAR	14	4	.729	func/u121.bmp
273.381	.954	.422	UNFAMILIAR	15	7	1.581	func/u114.bmp
276.087	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
296.582	.991	.457	FAMOUS	5	7	.942	func/f129.bmp
299.940	.976	.593	UNFAMILIAR	15	4	.721	func/u126.bmp
303.130	.853	.439	UNFAMILIAR	13	4	.860	func/u120.bmp
306.270	.950	.503	FAMOUS	5	4	1.044	func/f126.bmp
309.494	.850	.516	FAMOUS	6	4	.815	func/f126.bmp
312.635	.854	.531	UNFAMILIAR	13	4	1.290	func/u122.bmp
315.725	.922	.455	UNFAMILIAR	14	4	.702	func/u122.bmp
318.848	.896	.430	UNFAMILIAR	13	4	.938	func/u127.bmp
321.922	.996	.413	FAMOUS	5	4	1.050	func/f128.bmp
325.279	.900	.595	FAMOUS	7	7	.808	func/f129.bmp
328.453	.970	.510	FAMOUS	5	4	.686	func/f124.bmp
331.610	.973	.410	UNFAMILIAR	15	4	.904	func/u120.bmp
334.901	.903	.542	SCRAMBLED	17	n/a	0	func/s121.bmp
338.091	.961	.522	SCRAMBLED	18	7	.740	func/s121.bmp
341.348	.947	.528	UNFAMILIAR	13	4	.927	func/u123.bmp
344.555	.870	.492	UNFAMILIAR	14	4	.758	func/u123.bmp
347.696	.800	.488	SCRAMBLED	17	7	.909	func/s130.bmp
350.836	.854	.577	SCRAMBLED	18	7	.847	func/s130.bmp
353.993	.804	.526	UNFAMILIAR	15	4	.723	func/u127.bmp
356.549	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
377.027	.948	.448	FAMOUS	5	4	1.859	func/f114.bmp
380.168	.858	.423	FAMOUS	7	4	.715	func/f128.bmp
383.225	.879	.422	FAMOUS	5	4	.680	func/f118.bmp
386.448	.997	.577	FAMOUS	7	4	.651	func/f124.bmp
389.806	.890	.590	FAMOUS	5	4	.905	func/f116.bmp
392.896	.852	.426	FAMOUS	6	4	.596	func/f116.bmp
396.086	.824	.570	FAMOUS	5	4	.642	func/f127.bmp
398.709	.012	0	n/a	999	0	0	func/Circle.bmp
