onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.979	.465	SCRAMBLED	17	7	1.588	func/s011.bmp
7.174	.878	.429	SCRAMBLED	18	7	1.340	func/s011.bmp
10.448	.979	.533	FAMOUS	5	4	1.201	func/f008.bmp
13.772	.902	.575	FAMOUS	5	4	1.331	func/f006.bmp
16.913	.834	.484	UNFAMILIAR	13	7	.914	func/u013.bmp
20.036	.864	.525	FAMOUS	5	4	1.184	func/f005.bmp
23.226	.812	.561	FAMOUS	5	4	.890	func/f014.bmp
26.216	.974	.401	FAMOUS	6	4	.707	func/f014.bmp
29.390	.827	.419	FAMOUS	5	4	.814	func/f007.bmp
32.564	.840	.571	FAMOUS	7	4	1.064	func/f008.bmp
35.153	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
55.732	.815	.550	SCRAMBLED	17	7	1.083	func/s001.bmp
58.789	.887	.477	SCRAMBLED	18	7	.795	func/s001.bmp
61.946	.872	.494	FAMOUS	7	4	1.174	func/f006.bmp
65.103	.824	.507	FAMOUS	5	7	1.256	func/f010.bmp
68.243	.935	.543	FAMOUS	6	7	.969	func/f010.bmp
71.400	.885	.459	UNFAMILIAR	15	4	1.264	func/u013.bmp
74.624	.887	.577	FAMOUS	5	7	1.516	func/f011.bmp
77.864	.896	.576	FAMOUS	6	4	1.290	func/f011.bmp
80.988	.885	.466	FAMOUS	7	4	.822	func/f005.bmp
84.212	.859	.572	UNFAMILIAR	13	7	1.156	func/u005.bmp
87.402	.961	.563	FAMOUS	5	4	.921	func/f004.bmp
90.693	.979	.561	FAMOUS	6	4	.815	func/f004.bmp
93.883	.946	.438	FAMOUS	7	4	1.545	func/f007.bmp
97.008	.914	.418	SCRAMBLED	17	7	1.141	func/s004.bmp
100.130	.959	.448	SCRAMBLED	17	7	.812	func/s010.bmp
103.388	.988	.519	SCRAMBLED	18	7	.866	func/s010.bmp
106.595	.929	.438	FAMOUS	5	7	.935	func/f001.bmp
109.718	.844	.431	UNFAMILIAR	13	7	.917	func/u002.bmp
112.875	.915	.536	UNFAMILIAR	14	7	1.398	func/u002.bmp
115.982	.909	.429	UNFAMILIAR	15	7	1.083	func/u005.bmp
118.638	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
139.150	.940	.481	UNFAMILIAR	13	7	1.115	func/u007.bmp
142.374	.945	.505	FAMOUS	5	7	1.007	func/f016.bmp
145.581	.935	.490	FAMOUS	6	7	.903	func/f016.bmp
148.872	.941	.589	SCRAMBLED	19	7	1.468	func/s004.bmp
152.062	.818	.474	FAMOUS	5	7	1.423	func/f015.bmp
155.186	.984	.544	FAMOUS	6	7	.890	func/f015.bmp
158.493	.805	.564	SCRAMBLED	17	7	.913	func/s015.bmp
161.534	.876	.467	SCRAMBLED	18	7	.820	func/s015.bmp
164.640	.955	.458	FAMOUS	7	7	1.294	func/f001.bmp
167.948	.952	.582	SCRAMBLED	17	7	1.046	func/s002.bmp
171.155	.901	.495	SCRAMBLED	18	7	1.093	func/s002.bmp
174.395	.954	.573	FAMOUS	5	7	1.339	func/f003.bmp
177.703	.905	.583	FAMOUS	6	7	1.045	func/f003.bmp
180.793	.850	.402	UNFAMILIAR	15	7	1.004	func/u007.bmp
183.916	.888	.514	UNFAMILIAR	13	7	1.228	func/u012.bmp
187.040	.977	.461	SCRAMBLED	17	4	.935	func/s006.bmp
190.381	.911	.587	UNFAMILIAR	13	7	1.108	func/u015.bmp
193.622	.959	.568	UNFAMILIAR	14	7	1.054	func/u015.bmp
196.327	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
216.923	.883	.558	SCRAMBLED	17	4	1.270	func/s007.bmp
220.063	.855	.496	SCRAMBLED	17	7	1.024	func/s003.bmp
223.154	.902	.467	UNFAMILIAR	13	4	1.235	func/u010.bmp
226.310	.943	.492	UNFAMILIAR	14	4	.838	func/u010.bmp
229.518	.891	.501	UNFAMILIAR	15	7	1.051	func/u012.bmp
232.641	.847	.408	UNFAMILIAR	13	7	1.135	func/u004.bmp
235.731	.888	.477	SCRAMBLED	19	7	1.211	func/s006.bmp
238.888	.954	.492	UNFAMILIAR	13	7	.913	func/u014.bmp
242.129	.923	.517	UNFAMILIAR	14	7	.810	func/u014.bmp
245.286	.934	.459	UNFAMILIAR	13	4	.887	func/u016.bmp
248.526	.955	.536	SCRAMBLED	19	4	.939	func/s007.bmp
251.784	.848	.529	UNFAMILIAR	13	7	.929	func/u009.bmp
254.908	.938	.518	SCRAMBLED	19	7	.740	func/s003.bmp
258.081	.964	.452	SCRAMBLED	17	4	.954	func/s016.bmp
261.221	.992	.416	FAMOUS	5	4	1.077	func/f009.bmp
264.546	.963	.568	UNFAMILIAR	15	7	.926	func/u004.bmp
267.702	.817	.422	UNFAMILIAR	13	7	1.212	func/u006.bmp
270.726	.961	.447	UNFAMILIAR	14	7	.936	func/u006.bmp
273.432	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
294.011	.948	.542	UNFAMILIAR	13	7	1.043	func/u008.bmp
297.201	.948	.482	UNFAMILIAR	15	4	.953	func/u016.bmp
300.391	.967	.473	UNFAMILIAR	13	7	1.003	func/u011.bmp
303.665	.878	.536	UNFAMILIAR	14	7	.987	func/u011.bmp
306.772	.863	.462	UNFAMILIAR	15	7	.958	func/u009.bmp
309.862	.893	.456	SCRAMBLED	17	4	1.064	func/s009.bmp
313.120	.924	.588	SCRAMBLED	18	4	1.182	func/s009.bmp
316.344	.809	.519	SCRAMBLED	19	4	.882	func/s016.bmp
319.450	.946	.527	FAMOUS	5	7	1.046	func/f013.bmp
322.708	.950	.541	FAMOUS	7	4	1.042	func/f009.bmp
325.881	.940	.453	FAMOUS	5	7	.882	func/f012.bmp
329.038	.846	.438	SCRAMBLED	17	7	.778	func/s012.bmp
332.162	.825	.515	SCRAMBLED	18	7	.744	func/s012.bmp
335.252	.962	.499	UNFAMILIAR	15	7	1.111	func/u008.bmp
338.559	.903	.569	SCRAMBLED	17	4	1.189	func/s008.bmp
341.666	.897	.438	SCRAMBLED	18	4	.895	func/s008.bmp
344.873	.895	.538	UNFAMILIAR	13	7	1.098	func/u003.bmp
348.014	.942	.476	UNFAMILIAR	14	7	.936	func/u003.bmp
351.187	.856	.464	SCRAMBLED	17	4	1.155	func/s005.bmp
354.361	.911	.547	SCRAMBLED	18	4	1.064	func/s005.bmp
357.568	.955	.530	FAMOUS	7	7	.903	func/f013.bmp
360.274	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
380.853	.972	.550	UNFAMILIAR	13	7	1.175	func/u001.bmp
384.010	.883	.413	FAMOUS	7	4	1.517	func/f012.bmp
387.051	.865	.400	SCRAMBLED	17	7	1.116	func/s014.bmp
390.241	.914	.554	SCRAMBLED	18	7	1.236	func/s014.bmp
393.398	.918	.471	FAMOUS	5	4	.916	func/f002.bmp
396.672	.839	.588	SCRAMBLED	17	7	.820	func/s013.bmp
399.311	.012	0	n/a	999	0	0	func/Circle.bmp
