onset	duration	trial_type	TrialType	Stimulus	SSD	Response	RT	CorrectGo	SuccStop
0.0	1.5	junk	1	1	0.22	50	0.63	1	0
3.0	1.5	go	0	0	0.0	49	0.415	1	0
6.0	1.5	go	0	1	0.0	50	0.27	1	0
8.5	1.5	go	0	0	0.0	49	0.282	1	0
11.0	1.5	failed stop	1	1	0.26	50	0.318	1	0
14.0	1.5	go	0	0	0.0	49	0.413	1	0
16.125	1.5	go	0	0	0.0	49	0.39	1	0
18.625	1.5	go	0	1	0.0	50	0.436	1	0
20.625	1.5	go	0	1	0.0	50	0.387	1	0
22.75	1.5	go	0	0	0.0	49	0.486	1	0
25.0	1.5	go	0	0	0.0	49	0.395	1	0
27.75	1.5	successful stop	1	1	0.18	0	0.0	0	1
30.625	1.5	go	0	1	0.0	50	0.425	1	0
32.75	1.5	failed stop	1	1	0.26	50	0.356	1	0
35.0	1.5	go	0	0	0.0	49	0.458	1	0
38.0	1.5	go	0	0	0.0	49	0.386	1	0
41.5	1.5	successful stop	1	0	0.26	0	0.0	0	1
43.625	1.5	go	0	0	0.0	49	0.471	1	0
45.625	1.5	go	0	1	0.0	50	0.511	1	0
48.625	1.5	go	0	1	0.0	50	0.422	1	0
51.625	1.5	go	0	0	0.0	49	0.566	1	0
53.75	1.5	successful stop	1	0	0.22	0	0.0	0	1
55.75	1.5	go	0	1	0.0	50	0.441	1	0
58.5	1.5	go	0	1	0.0	50	0.33	1	0
61.625	1.5	go	0	0	0.0	49	0.54	1	0
64.5	1.5	failed stop	1	0	0.18	49	0.345	1	0
69.125	1.5	go	0	1	0.0	50	0.351	1	0
71.5	1.5	go	0	1	0.0	50	0.471	1	0
73.75	1.5	go	0	0	0.0	49	0.629	1	0
76.125	1.5	go	0	1	0.0	50	0.526	1	0
78.875	1.5	go	0	1	0.0	50	0.335	1	0
81.0	1.5	failed stop	1	0	0.3	49	0.442	1	0
83.375	1.5	go	0	0	0.0	49	0.459	1	0
86.375	1.5	go	0	0	0.0	49	0.434	1	0
90.5	1.5	successful stop	1	1	0.3	0	0.0	0	1
93.625	1.5	go	0	1	0.0	50	0.535	1	0
95.875	1.5	go	0	0	0.0	49	0.404	1	0
98.0	1.5	go	0	0	0.0	49	0.431	1	0
100.375	1.5	go	0	1	0.0	50	0.328	1	0
103.625	1.5	failed stop	1	1	0.3	50	0.437	1	0
106.625	1.5	go	0	1	0.0	50	0.517	1	0
108.875	1.5	successful stop	1	1	0.3	0	0.0	0	1
111.75	1.5	go	0	0	0.0	49	0.447	1	0
114.0	1.5	go	0	0	0.0	49	0.484	1	0
116.125	1.5	go	0	0	0.0	49	0.399	1	0
121.125	1.5	go	0	0	0.0	49	0.406	1	0
123.125	1.5	go	0	1	0.0	50	0.438	1	0
125.125	1.5	failed stop	1	1	0.26	50	0.438	1	0
127.125	1.5	go	0	1	0.0	50	0.374	1	0
129.125	1.5	go	0	1	0.0	50	0.445	1	0
132.125	1.5	go	0	0	0.0	49	0.46	1	0
135.5	1.5	successful stop	1	0	0.18	0	0.0	0	1
138.25	1.5	successful stop	1	0	0.18	0	0.0	0	1
141.75	1.5	go	0	1	0.0	50	0.49	1	0
143.875	1.5	go	0	1	0.0	50	0.461	1	0
146.5	1.5	go	0	0	0.0	49	0.451	1	0
150.625	1.5	go	0	1	0.0	50	0.422	1	0
152.75	1.5	go	0	1	0.0	50	0.544	1	0
155.875	1.5	go	0	0	0.0	49	0.394	1	0
159.125	1.5	failed stop	1	0	0.26	49	0.528	1	0
163.0	1.5	successful stop	1	0	0.26	0	0.0	0	1
165.5	1.5	go	0	0	0.0	49	0.472	1	0
168.0	1.5	go	0	1	0.0	50	0.412	1	0
170.75	1.5	go	0	1	0.0	50	0.301	1	0
174.25	1.5	go	0	0	0.0	49	0.352	1	0
179.25	1.5	go	0	0	0.0	49	0.399	1	0
181.375	1.5	go	0	1	0.0	50	0.458	1	0
183.625	1.5	failed stop	1	1	0.22	50	0.36	1	0
185.75	1.5	go	0	0	0.0	49	0.426	1	0
187.75	1.5	go	0	1	0.0	50	0.45	1	0
190.625	1.5	go	0	0	0.0	49	0.391	1	0
192.625	1.5	failed stop	1	1	0.18	50	0.375	1	0
195.5	1.5	go	0	0	0.0	49	0.459	1	0
198.875	1.5	go	0	1	0.0	50	0.427	1	0
201.125	1.5	successful stop	1	1	0.18	0	0.0	0	1
204.125	1.5	go	0	0	0.0	49	0.4	1	0
206.25	1.5	go	0	0	0.0	49	0.339	1	0
208.5	1.5	go	0	0	0.0	49	0.337	1	0
210.75	1.5	go	0	1	0.0	50	0.35	1	0
213.25	1.5	failed stop	1	1	0.22	50	0.258	1	0
216.5	1.5	go	0	1	0.0	50	0.591	1	0
221.5	1.5	go	0	1	0.0	50	0.406	1	0
225.25	1.5	failed stop	1	0	0.26	49	0.432	1	0
228.0	1.5	go	0	0	0.0	49	0.393	1	0
231.25	1.5	go	0	0	0.0	49	0.319	1	0
234.875	1.5	go	0	1	0.0	50	0.358	1	0
239.875	1.5	failed stop	1	0	0.3	49	0.365	1	0
245.125	1.5	go	0	1	0.0	50	0.418	1	0
247.875	1.5	go	0	1	0.0	50	0.532	1	0
250.25	1.5	go	0	0	0.0	49	0.468	1	0
252.875	1.5	go	0	1	0.0	50	0.506	1	0
256.25	1.5	failed stop	1	0	0.22	49	0.379	1	0
258.25	1.5	successful stop	1	0	0.22	0	0.0	0	1
262.0	1.5	go	0	0	0.0	49	0.404	1	0
265.5	1.5	go	0	1	0.0	50	0.407	1	0
268.75	1.5	go	0	1	0.0	50	0.477	1	0
270.875	1.5	go	0	1	0.0	50	0.327	1	0
272.875	1.5	go	0	0	0.0	49	0.423	1	0
275.625	1.5	go	0	0	0.0	49	0.416	1	0
278.75	1.5	failed stop	1	1	0.22	50	0.395	1	0
281.625	1.5	failed stop	1	1	0.22	50	0.368	1	0
286.625	1.5	go	0	0	0.0	49	0.375	1	0
288.875	1.5	go	0	1	0.0	50	0.389	1	0
291.125	1.5	go	0	0	0.0	49	0.466	1	0
293.125	1.5	go	0	0	0.0	49	0.433	1	0
296.625	1.5	go	0	0	0.0	49	0.477	1	0
299.0	1.5	successful stop	1	1	0.18	0	0.0	0	1
302.625	1.5	go	0	1	0.0	50	0.396	1	0
305.0	1.5	go	0	0	0.0	49	0.508	1	0
309.625	1.5	go	0	0	0.0	49	0.475	1	0
311.875	1.5	successful stop	1	1	0.18	0	0.0	0	1
314.5	1.5	go	0	1	0.0	50	0.335	1	0
317.375	1.5	go	0	1	0.0	50	0.331	1	0
319.375	1.5	go	0	0	0.0	49	0.467	1	0
321.75	1.5	go	0	1	0.0	50	0.356	1	0
323.75	1.5	failed stop	1	0	0.3	49	0.411	1	0
326.5	1.5	go	0	0	0.0	49	0.405	1	0
328.5	1.5	go	0	1	0.0	50	0.437	1	0
332.125	1.5	failed stop	1	0	0.3	49	0.379	1	0
334.375	1.5	go	0	1	0.0	50	0.425	1	0
336.5	1.5	go	0	1	0.0	50	0.491	1	0
340.0	1.5	failed stop	1	0	0.26	49	0.431	1	0
342.0	1.5	go	0	0	0.0	49	0.424	1	0
344.375	1.5	go	0	1	0.0	50	0.423	1	0
347.0	1.5	go	0	0	0.0	49	0.405	1	0
349.625	1.5	go	0	1	0.0	50	0.396	1	0
354.375	1.5	successful stop	1	0	0.3	0	0.0	0	1
358.875	1.5	go	0	1	0.0	50	0.392	1	0
