onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	n/a	n/a	1	1	0.100	0	0.000	0	1
3.000	1.500	go	0	0	0.000	49	0.820	1	0
6.000	1.500	go	0	1	0.000	50	0.620	1	0
8.500	1.500	go	0	0	0.000	49	0.712	1	0
11.000	1.500	successful stop	1	1	0.200	0	0.000	0	1
14.000	1.500	go	0	0	0.000	49	0.619	1	0
16.125	1.500	go	0	0	0.000	49	0.495	1	0
18.625	1.500	go	0	1	0.000	50	0.371	1	0
20.625	1.500	go	0	1	0.000	50	0.619	1	0
22.750	1.500	go	0	0	0.000	49	0.461	1	0
25.000	1.500	go	0	0	0.000	49	0.612	1	0
27.750	1.500	successful stop	1	1	0.250	0	0.000	0	1
30.625	1.500	go	0	1	0.000	50	0.594	1	0
32.750	1.500	failed stop	1	1	0.150	50	0.325	1	0
35.000	1.500	go	0	0	0.000	49	0.604	1	0
38.000	1.500	go	0	0	0.000	49	0.747	1	0
41.500	1.500	successful stop	1	0	0.150	0	0.000	0	1
43.625	1.500	go	0	0	0.000	49	0.643	1	0
45.625	1.500	go	0	1	0.000	50	0.451	1	0
48.625	1.500	go	0	1	0.000	50	0.539	1	0
51.625	1.500	go	0	0	0.000	49	0.811	1	0
53.750	1.500	successful stop	1	0	0.300	0	0.000	0	1
55.750	1.500	go	0	1	0.000	50	0.661	1	0
58.500	1.500	go	0	1	0.000	50	0.575	1	0
61.625	1.500	go	0	0	0.000	49	0.506	1	0
64.500	1.500	successful stop	1	0	0.250	0	0.000	0	1
69.125	1.500	go	0	1	0.000	50	0.503	1	0
71.500	1.500	go	0	1	0.000	50	0.336	1	0
73.750	1.500	go	0	0	0.000	49	0.518	1	0
76.125	1.500	go	0	1	0.000	50	0.303	1	0
78.875	1.500	go	0	1	0.000	50	0.328	1	0
81.000	1.500	successful stop	1	0	0.100	0	0.000	0	1
83.375	1.500	go	0	0	0.000	49	0.466	1	0
86.375	1.500	go	0	0	0.000	49	0.541	1	0
90.500	1.500	successful stop	1	1	0.150	0	0.000	0	1
93.625	1.500	go	0	1	0.000	50	0.499	1	0
95.875	1.500	go	0	0	0.000	49	0.497	1	0
98.000	1.500	go	0	0	0.000	49	0.436	1	0
100.375	1.500	go	0	1	0.000	50	0.413	1	0
103.625	1.500	failed stop	1	1	0.200	50	0.299	1	0
106.625	1.500	go	0	1	0.000	50	0.603	1	0
108.875	1.500	successful stop	1	1	0.300	0	0.000	0	1
111.750	1.500	go	0	0	0.000	49	0.565	1	0
114.000	1.500	go	0	0	0.000	49	0.524	1	0
116.125	1.500	go	0	0	0.000	49	0.383	1	0
121.125	1.500	go	0	0	0.000	49	0.543	1	0
123.125	1.500	go	0	1	0.000	50	0.415	1	0
125.125	1.500	failed stop	1	1	0.350	50	0.375	1	0
127.125	1.500	junk	0	1	0.000	0	0.000	0	0
129.125	1.500	junk	0	1	0.000	0	0.000	0	0
132.125	1.500	go	0	0	0.000	49	0.551	1	0
135.500	1.500	failed stop	1	0	0.300	49	0.440	1	0
138.250	1.500	successful stop	1	0	0.150	0	0.000	0	1
141.750	1.500	go	0	1	0.000	50	0.757	1	0
143.875	1.500	go	0	1	0.000	50	0.569	1	0
146.500	1.500	go	0	0	0.000	49	0.936	1	0
150.625	1.500	go	0	1	0.000	50	0.627	1	0
152.750	1.500	go	0	1	0.000	50	0.317	1	0
155.875	1.500	go	0	0	0.000	49	0.585	1	0
159.125	1.500	successful stop	1	0	0.350	0	0.000	0	1
163.000	1.500	successful stop	1	0	0.200	0	0.000	0	1
165.500	1.500	go	0	0	0.000	49	0.600	1	0
168.000	1.500	go	0	1	0.000	50	0.564	1	0
170.750	1.500	go	0	1	0.000	50	0.622	1	0
174.250	1.500	go	0	0	0.000	49	0.614	1	0
179.250	1.500	go	0	0	0.000	49	0.576	1	0
181.375	1.500	go	0	1	0.000	50	0.349	1	0
183.625	1.500	successful stop	1	1	0.400	0	0.000	0	1
185.750	1.500	go	0	0	0.000	49	0.573	1	0
187.750	1.500	go	0	1	0.000	50	0.573	1	0
190.625	1.500	go	0	0	0.000	49	0.547	1	0
192.625	1.500	successful stop	1	1	0.200	0	0.000	0	1
195.500	1.500	go	0	0	0.000	49	0.608	1	0
198.875	1.500	go	0	1	0.000	50	0.481	1	0
201.125	1.500	successful stop	1	1	0.250	0	0.000	0	1
204.125	1.500	go	0	0	0.000	49	0.559	1	0
206.250	1.500	go	0	0	0.000	49	0.536	1	0
208.500	1.500	go	0	0	0.000	49	0.616	1	0
210.750	1.500	go	0	1	0.000	50	0.565	1	0
213.250	1.500	failed stop	1	1	0.250	50	0.392	1	0
216.500	1.500	go	0	1	0.000	50	0.710	1	0
221.500	1.500	go	0	1	0.000	50	0.520	1	0
225.250	1.500	successful stop	1	0	0.250	0	0.000	0	1
228.000	1.500	go	0	0	0.000	49	0.644	1	0
231.250	1.500	go	0	0	0.000	49	0.528	1	0
234.875	1.500	go	0	1	0.000	50	0.649	1	0
239.875	1.500	successful stop	1	0	0.200	0	0.000	0	1
245.125	1.500	go	0	1	0.000	50	0.391	1	0
247.875	1.500	go	0	1	0.000	50	0.361	1	0
250.250	1.500	go	0	0	0.000	49	0.720	1	0
252.875	1.500	go	0	1	0.000	50	0.473	1	0
256.250	1.500	failed stop	1	0	0.300	49	0.504	1	0
258.250	1.500	successful stop	1	0	0.450	0	0.000	0	1
262.000	1.500	junk	0	0	0.000	0	0.000	0	0
265.500	1.500	go	0	1	0.000	50	0.392	1	0
268.750	1.500	go	0	1	0.000	50	0.421	1	0
270.875	1.500	go	0	1	0.000	50	0.406	1	0
272.875	1.500	go	0	0	0.000	49	0.937	1	0
275.625	1.500	go	0	0	0.000	49	0.435	1	0
278.750	1.500	failed stop	1	1	0.250	50	0.357	1	0
281.625	1.500	successful stop	1	1	0.300	0	0.000	0	1
286.625	1.500	go	0	0	0.000	49	0.891	1	0
288.875	1.500	junk	0	1	0.000	0	0.000	0	0
291.125	1.500	go	0	0	0.000	49	0.719	1	0
293.125	1.500	go	0	0	0.000	49	0.591	1	0
296.625	1.500	go	0	0	0.000	49	0.507	1	0
299.000	1.500	failed stop	1	1	0.500	50	0.572	1	0
302.625	1.500	go	0	1	0.000	50	0.923	1	0
305.000	1.500	go	0	0	0.000	49	0.612	1	0
309.625	1.500	go	0	0	0.000	49	0.611	1	0
311.875	1.500	successful stop	1	1	0.250	0	0.000	0	1
314.500	1.500	go	0	1	0.000	50	0.920	1	0
317.375	1.500	go	0	1	0.000	50	0.459	1	0
319.375	1.500	go	0	0	0.000	49	0.941	1	0
321.750	1.500	go	0	1	0.000	50	0.765	1	0
323.750	1.500	successful stop	1	0	0.350	0	0.000	0	1
326.500	1.500	junk	0	0	0.000	0	0.000	0	0
328.500	1.500	go	0	1	0.000	50	0.680	1	0
332.125	1.500	successful stop	1	0	0.200	0	0.000	0	1
334.375	1.500	go	0	1	0.000	50	0.565	1	0
336.500	1.500	go	0	1	0.000	50	0.392	1	0
340.000	1.500	failed stop	1	0	0.450	49	0.532	1	0
342.000	1.500	go	0	0	0.000	49	0.868	1	0
344.375	1.500	junk	0	1	0.000	0	0.000	0	0
347.000	1.500	go	0	0	0.000	49	0.716	1	0
349.625	1.500	go	0	1	0.000	50	0.355	1	0
354.375	1.500	successful stop	1	0	0.300	0	0.000	0	1
358.875	1.500	go	0	1	0.000	50	0.545	1	0
