onset	duration	trial_type	response_time	sample	value
135.9921875000	n/a	stimulus	n/a	34814.0000000000	128
141.8828125000	n/a	response	n/a	36322.0000000000	2
144.9648437500	n/a	response	n/a	37111.0000000000	4
280.1796875000	n/a	stimulus	n/a	71726.0000000000	128
285.5273437500	n/a	response	n/a	73095.0000000000	2
289.7187500000	n/a	response	n/a	74168.0000000000	4
408.7343750000	n/a	stimulus	n/a	104636.0000000000	128
415.3671875000	n/a	response	n/a	106334.0000000000	4
529.2109375000	n/a	stimulus	n/a	135478.0000000000	128
536.3046875000	n/a	response	n/a	137294.0000000000	8
558.8750000000	n/a	stimulus	n/a	143072.0000000000	128
568.3164062500	n/a	response	n/a	145489.0000000000	8
719.0703125000	n/a	stimulus	n/a	184082.0000000000	128
722.8437500000	n/a	response	n/a	185048.0000000000	2
727.0742187500	n/a	response	n/a	186131.0000000000	2
849.6992187500	n/a	stimulus	n/a	217523.0000000000	128
855.8593750000	n/a	response	n/a	219100.0000000000	4
859.1328125000	n/a	response	n/a	219938.0000000000	2
933.8046875000	n/a	stimulus	n/a	239054.0000000000	128
937.5039062500	n/a	response	n/a	240001.0000000000	4
940.3164062500	n/a	response	n/a	240721.0000000000	2
988.8710937500	n/a	stimulus	n/a	253151.0000000000	128
997.3046875000	n/a	response	n/a	255310.0000000000	2
1000.1406250000	n/a	response	n/a	256036.0000000000	4
1025.4101562500	n/a	stimulus	n/a	262505.0000000000	128
1031.4296875000	n/a	response	n/a	264046.0000000000	2
1033.5820312500	n/a	response	n/a	264597.0000000000	4
1128.9023437500	n/a	stimulus	n/a	288999.0000000000	128
1135.6093750000	n/a	response	n/a	290716.0000000000	2
1137.8007812500	n/a	response	n/a	291277.0000000000	4
1221.0039062500	n/a	stimulus	n/a	312577.0000000000	128
1223.8242187500	n/a	response	n/a	313299.0000000000	4
1226.6757812500	n/a	response	n/a	314029.0000000000	2
1316.1914062500	n/a	stimulus	n/a	336945.0000000000	128
1322.4921875000	n/a	response	n/a	338558.0000000000	2
1324.6171875000	n/a	response	n/a	339102.0000000000	4
1429.6328125000	n/a	stimulus	n/a	365986.0000000000	128
1436.4453125000	n/a	response	n/a	367730.0000000000	4
1440.0312500000	n/a	response	n/a	368648.0000000000	2
1534.5156250000	n/a	stimulus	n/a	392836.0000000000	128
1540.9960937500	n/a	response	n/a	394495.0000000000	4
1543.5195312500	n/a	response	n/a	395141.0000000000	2
1632.8125000000	n/a	stimulus	n/a	418000.0000000000	128
1637.1914062500	n/a	response	n/a	419121.0000000000	2
1639.3750000000	n/a	response	n/a	419680.0000000000	4
1740.5820312500	n/a	stimulus	n/a	445589.0000000000	128
1745.5312500000	n/a	response	n/a	446856.0000000000	4
1747.6601562500	n/a	response	n/a	447401.0000000000	2
1903.0117187500	n/a	stimulus	n/a	487171.0000000000	128
1909.3242187500	n/a	response	n/a	488787.0000000000	4
1911.6523437500	n/a	response	n/a	489383.0000000000	2
2067.6562500000	n/a	stimulus	n/a	529320.0000000000	128
2072.4570312500	n/a	response	n/a	530549.0000000000	4
2074.5781250000	n/a	response	n/a	531092.0000000000	2
2183.9375000000	n/a	stimulus	n/a	559088.0000000000	128
2189.1562500000	n/a	response	n/a	560424.0000000000	4
2191.6328125000	n/a	response	n/a	561058.0000000000	2
2296.9843750000	n/a	stimulus	n/a	588028.0000000000	128
2301.1718750000	n/a	response	n/a	589100.0000000000	2
2304.2421875000	n/a	response	n/a	589886.0000000000	4
2447.4570312500	n/a	stimulus	n/a	626549.0000000000	128
2452.9804687500	n/a	response	n/a	627963.0000000000	4
2455.0859375000	n/a	response	n/a	628502.0000000000	2
2492.3046875000	n/a	stimulus	n/a	638030.0000000000	128
2497.6054687500	n/a	response	n/a	639387.0000000000	2
2500.4414062500	n/a	response	n/a	640113.0000000000	4
2591.1796875000	n/a	stimulus	n/a	663342.0000000000	128
2595.4257812500	n/a	response	n/a	664429.0000000000	2
2602.6562500000	n/a	response	n/a	666280.0000000000	4
2738.9531250000	n/a	stimulus	n/a	701172.0000000000	128
2742.9218750000	n/a	response	n/a	702188.0000000000	2
2745.6757812500	n/a	response	n/a	702893.0000000000	4
2788.8359375000	n/a	stimulus	n/a	713942.0000000000	128
2793.5273437500	n/a	response	n/a	715143.0000000000	2
2799.7226562500	n/a	response	n/a	716729.0000000000	8
2832.1054687500	n/a	stimulus	n/a	725019.0000000000	128
2836.8515625000	n/a	response	n/a	726234.0000000000	2
2839.0117187500	n/a	response	n/a	726787.0000000000	4
2917.2304687500	n/a	stimulus	n/a	746811.0000000000	128
2920.2343750000	n/a	response	n/a	747580.0000000000	2
2924.5117187500	n/a	response	n/a	748675.0000000000	4
2942.7187500000	n/a	stimulus	n/a	753336.0000000000	128
2945.4453125000	n/a	response	n/a	754034.0000000000	2
2948.3281250000	n/a	response	n/a	754772.0000000000	4
3078.7890625000	n/a	stimulus	n/a	788170.0000000000	128
3083.9023437500	n/a	response	n/a	789479.0000000000	8
3169.0976562500	n/a	stimulus	n/a	811289.0000000000	128
3172.7812500000	n/a	response	n/a	812232.0000000000	2
3179.1914062500	n/a	response	n/a	813873.0000000000	8
3200.8398437500	n/a	response	n/a	819415.0000000000	2
3273.8437500000	n/a	stimulus	n/a	838104.0000000000	128
3276.5078125000	n/a	response	n/a	838786.0000000000	2
3278.6562500000	n/a	response	n/a	839336.0000000000	8
3281.3203125000	n/a	response	n/a	840018.0000000000	2
3306.3203125000	n/a	stimulus	n/a	846418.0000000000	128
3309.3867187500	n/a	response	n/a	847203.0000000000	2
3311.6015625000	n/a	response	n/a	847770.0000000000	8
3314.1992187500	n/a	response	n/a	848435.0000000000	2
