onset	duration	trial_type	response_time	sample	value
71.3867187500	n/a	stimulus	n/a	18275.0000000000	128
75.7304687500	n/a	response	n/a	19387.0000000000	2
79.7734375000	n/a	response	n/a	20422.0000000000	2
125.6093750000	n/a	stimulus	n/a	32156.0000000000	128
179.8007812500	n/a	stimulus	n/a	46029.0000000000	128
183.0976562500	n/a	response	n/a	46873.0000000000	2
185.6328125000	n/a	response	n/a	47522.0000000000	4
284.8593750000	n/a	stimulus	n/a	72924.0000000000	128
287.7578125000	n/a	response	n/a	73666.0000000000	2
289.9609375000	n/a	response	n/a	74230.0000000000	2
362.1757812500	n/a	stimulus	n/a	92717.0000000000	128
367.2851562500	n/a	response	n/a	94025.0000000000	2
369.4921875000	n/a	response	n/a	94590.0000000000	2
422.6992187500	n/a	stimulus	n/a	108211.0000000000	128
427.8593750000	n/a	response	n/a	109532.0000000000	2
430.1171875000	n/a	response	n/a	110110.0000000000	4
511.1953125000	n/a	stimulus	n/a	130866.0000000000	128
514.0820312500	n/a	response	n/a	131605.0000000000	4
519.1406250000	n/a	response	n/a	132900.0000000000	2
610.5507812500	n/a	stimulus	n/a	156301.0000000000	128
613.8789062500	n/a	response	n/a	157153.0000000000	2
616.5742187500	n/a	response	n/a	157843.0000000000	4
688.8789062500	n/a	stimulus	n/a	176353.0000000000	128
692.1171875000	n/a	response	n/a	177182.0000000000	2
694.6132812500	n/a	response	n/a	177821.0000000000	2
747.7968750000	n/a	stimulus	n/a	191436.0000000000	128
751.9335937500	n/a	response	n/a	192495.0000000000	4
754.4101562500	n/a	response	n/a	193129.0000000000	2
912.6484375000	n/a	stimulus	n/a	233638.0000000000	128
915.3242187500	n/a	response	n/a	234323.0000000000	4
917.7187500000	n/a	response	n/a	234936.0000000000	4
970.2148437500	n/a	stimulus	n/a	248375.0000000000	128
973.5078125000	n/a	response	n/a	249218.0000000000	2
975.8476562500	n/a	response	n/a	249817.0000000000	2
999.1132812500	n/a	stimulus	n/a	255773.0000000000	128
1001.9257812500	n/a	response	n/a	256493.0000000000	2
1004.1406250000	n/a	response	n/a	257060.0000000000	4
1118.3671875000	n/a	stimulus	n/a	286302.0000000000	128
1121.1289062500	n/a	response	n/a	287009.0000000000	4
1123.4414062500	n/a	response	n/a	287601.0000000000	2
1252.6718750000	n/a	stimulus	n/a	320684.0000000000	128
1255.5195312500	n/a	response	n/a	321413.0000000000	4
1330.3867187500	n/a	stimulus	n/a	340579.0000000000	128
1333.4726562500	n/a	response	n/a	341369.0000000000	4
1338.4765625000	n/a	response	n/a	342650.0000000000	2
1497.2109375000	n/a	stimulus	n/a	383286.0000000000	128
1500.6484375000	n/a	response	n/a	384166.0000000000	2
1503.1640625000	n/a	response	n/a	384810.0000000000	2
1587.7968750000	n/a	stimulus	n/a	406476.0000000000	128
1591.0039062500	n/a	response	n/a	407297.0000000000	2
1593.5781250000	n/a	response	n/a	407956.0000000000	4
1597.7226562500	n/a	response	n/a	409017.0000000000	2
1735.7343750000	n/a	stimulus	n/a	444348.0000000000	128
1738.6992187500	n/a	response	n/a	445107.0000000000	2
1740.9492187500	n/a	response	n/a	445683.0000000000	4
1745.9726562500	n/a	response	n/a	446969.0000000000	2
1882.9804687500	n/a	stimulus	n/a	482043.0000000000	128
1885.7851562500	n/a	response	n/a	482761.0000000000	2
1888.3632812500	n/a	response	n/a	483421.0000000000	2
2037.2500000000	n/a	stimulus	n/a	521536.0000000000	128
2040.4882812500	n/a	response	n/a	522365.0000000000	2
2043.0039062500	n/a	response	n/a	523009.0000000000	2
2091.4648437500	n/a	stimulus	n/a	535415.0000000000	128
2094.1054687500	n/a	response	n/a	536091.0000000000	4
2096.4492187500	n/a	response	n/a	536691.0000000000	2
2240.6601562500	n/a	stimulus	n/a	573609.0000000000	128
2243.5195312500	n/a	response	n/a	574341.0000000000	4
2245.7656250000	n/a	response	n/a	574916.0000000000	2
2297.6250000000	n/a	stimulus	n/a	588192.0000000000	128
2300.6757812500	n/a	response	n/a	588973.0000000000	4
2302.8281250000	n/a	response	n/a	589524.0000000000	2
2387.9609375000	n/a	stimulus	n/a	611318.0000000000	128
2391.0546875000	n/a	response	n/a	612110.0000000000	2
2393.3710937500	n/a	response	n/a	612703.0000000000	4
2396.1562500000	n/a	response	n/a	613416.0000000000	2
2477.1601562500	n/a	stimulus	n/a	634153.0000000000	128
2480.5820312500	n/a	response	n/a	635029.0000000000	2
2482.7812500000	n/a	response	n/a	635592.0000000000	2
2485.1289062500	n/a	response	n/a	636193.0000000000	2
2589.1367187500	n/a	stimulus	n/a	662819.0000000000	128
2592.4765625000	n/a	response	n/a	663674.0000000000	2
2595.1367187500	n/a	response	n/a	664355.0000000000	4
2597.6679687500	n/a	response	n/a	665003.0000000000	2
2645.6718750000	n/a	stimulus	n/a	677292.0000000000	128
2649.4765625000	n/a	response	n/a	678266.0000000000	2
2652.0546875000	n/a	response	n/a	678926.0000000000	2
2654.7617187500	n/a	response	n/a	679619.0000000000	2
