onset	duration	trial_type	ConditionCode	CorrectAnswerCode	KeyPressed	ResponseTime	StoryCode
0.000	2.000	n/a	0.000	0.000	46.000	1.879	0.000
2.000	2.000	n/a	0.000	0.000	46.000	1.993	0.000
4.000	2.000	n/a	0.000	0.000	46.000	1.995	0.000
6.000	2.000	n/a	0.000	0.000	46.000	1.994	0.000
8.000	2.000	n/a	0.000	0.000	46.000	1.996	0.000
10.000	2.000	n/a	1.000	1.000	46.000	2.030	3.000
10.000	10.000	false belief story	n/a	n/a	n/a	n/a	n/a
12.000	2.000	n/a	1.000	1.000	46.000	1.961	3.000
14.000	2.000	n/a	1.000	1.000	46.000	1.994	3.000
16.000	2.000	n/a	1.000	1.000	46.000	1.995	3.000
18.000	2.000	n/a	1.000	1.000	46.000	1.994	3.000
20.000	2.000	n/a	0.000	0.000	46.000	1.994	0.000
22.000	2.000	n/a	1.000	1.000	46.000	1.994	3.000
22.000	6.000	false belief question	n/a	n/a	n/a	n/a	n/a
24.000	2.000	n/a	1.000	1.000	46.000	1.994	3.000
26.000	2.000	n/a	1.000	1.000	46.000	1.993	3.000
28.000	2.000	n/a	0.000	0.000	46.000	1.995	0.000
30.000	2.000	n/a	0.000	0.000	46.000	1.994	0.000
32.000	2.000	n/a	0.000	0.000	46.000	1.994	0.000
34.000	2.000	n/a	0.000	0.000	46.000	1.993	0.000
36.000	2.000	n/a	0.000	0.000	46.000	1.995	0.000
38.000	2.000	n/a	1.000	2.000	46.000	1.993	7.000
38.000	10.000	false belief story	n/a	n/a	n/a	n/a	n/a
40.000	2.000	n/a	1.000	2.000	46.000	1.994	7.000
42.000	2.000	n/a	1.000	2.000	46.000	1.995	7.000
44.000	2.000	n/a	1.000	2.000	46.000	1.993	7.000
46.000	2.000	n/a	1.000	2.000	46.000	1.993	7.000
48.000	2.000	n/a	0.000	0.000	46.000	1.993	0.000
50.000	2.000	n/a	0.000	0.000	46.000	1.994	0.000
52.000	2.000	n/a	0.000	0.000	46.000	1.993	0.000
54.000	2.000	n/a	1.000	2.000	46.000	1.993	7.000
