onset	duration	trial_type	TrialType	Stimulus	SSD	Response	response_time	CorrectGo	SuccStop
0.000	1.500	failed stop	1	1	0.238	49	0.470	0	0
3.250	1.500	go	0	0	0.000	50	0.341	0	0
7.250	1.500	go	0	0	0.000	50	0.388	0	0
9.625	1.500	junk	0	1	0.000	50	0.293	1	0
12.125	1.500	go	0	0	0.000	50	0.329	0	0
14.500	1.500	go	0	1	0.000	49	0.489	0	0
19.000	1.500	failed stop	1	1	0.318	49	0.357	0	0
24.500	1.500	go	0	0	0.000	50	0.415	0	0
26.625	1.500	go	0	0	0.000	50	0.370	0	0
28.750	1.500	go	0	1	0.000	49	0.517	0	0
31.750	1.500	go	0	0	0.000	50	0.380	0	0
34.500	1.500	failed stop	1	1	0.278	49	0.406	0	0
37.375	1.500	go	0	1	0.000	49	0.466	0	0
40.875	1.500	failed stop	1	1	0.278	49	0.478	0	0
46.000	1.500	go	0	0	0.000	50	0.440	0	0
48.875	1.500	go	0	0	0.000	50	0.420	0	0
51.250	1.500	go	0	1	0.000	49	0.565	0	0
53.375	1.500	go	0	1	0.000	49	0.432	0	0
55.500	1.500	failed stop	1	0	0.198	50	0.563	0	0
57.750	1.500	go	0	0	0.000	50	0.536	0	0
60.500	1.500	go	0	1	0.000	49	0.561	0	0
64.000	1.500	successful stop	1	0	0.238	0	0.000	0	1
66.750	1.500	go	0	0	0.000	50	0.518	0	0
69.125	1.500	go	0	1	0.000	49	0.399	0	0
71.125	1.500	go	0	0	0.000	50	0.479	0	0
73.375	1.500	successful stop	1	0	0.198	0	0.000	0	1
75.375	1.500	go	0	1	0.000	49	0.516	0	0
78.125	1.500	go	0	1	0.000	49	0.453	0	0
80.625	1.500	successful stop	1	0	0.198	0	0.000	0	1
82.875	1.500	go	0	1	0.000	49	0.415	0	0
87.375	1.500	go	0	1	0.000	49	0.410	0	0
90.000	1.500	go	0	0	0.000	50	0.497	0	0
92.500	1.500	go	0	0	0.000	50	0.380	0	0
95.000	1.500	go	0	1	0.000	49	0.448	0	0
97.000	1.500	go	0	0	0.000	50	0.415	0	0
99.625	1.500	failed stop	1	1	0.318	49	0.326	0	0
104.375	1.500	go	0	0	0.000	50	0.447	0	0
107.000	1.500	go	0	1	0.000	49	0.326	0	0
109.625	1.500	successful stop	1	1	0.198	0	0.000	0	1
112.375	1.500	go	0	0	0.000	50	0.366	0	0
115.250	1.500	go	0	0	0.000	50	0.338	0	0
118.000	1.500	successful stop	1	1	0.238	0	0.000	0	1
121.625	1.500	go	0	1	0.000	49	0.410	0	0
123.625	1.500	go	0	0	0.000	50	0.522	0	0
125.750	1.500	go	0	0	0.000	50	0.380	0	0
128.500	1.500	go	0	0	0.000	50	0.350	0	0
130.625	1.500	go	0	1	0.000	49	0.497	0	0
133.375	1.500	failed stop	1	1	0.238	49	0.314	0	0
135.875	1.500	go	0	1	0.000	49	0.406	0	0
138.500	1.500	go	0	0	0.000	50	0.437	0	0
142.375	1.500	go	0	0	0.000	50	0.433	0	0
144.375	1.500	failed stop	1	1	0.278	49	0.345	0	0
147.625	1.500	failed stop	1	1	0.278	49	0.414	0	0
149.875	1.500	go	0	0	0.000	50	0.403	0	0
152.000	1.500	go	0	0	0.000	50	0.422	0	0
155.500	1.500	go	0	1	0.000	49	0.418	0	0
158.000	1.500	go	0	1	0.000	49	0.509	0	0
162.125	1.500	go	0	0	0.000	50	0.487	0	0
165.750	1.500	successful stop	1	1	0.198	0	0.000	0	1
168.000	1.500	go	0	0	0.000	50	0.476	0	0
170.500	1.500	failed stop	1	1	0.318	49	0.487	0	0
173.000	1.500	go	0	0	0.000	50	0.411	0	0
175.875	1.500	go	0	1	0.000	49	0.551	0	0
178.000	1.500	go	0	0	0.000	50	0.346	0	0
181.875	1.500	go	0	1	0.000	49	0.382	0	0
185.125	1.500	failed stop	1	0	0.238	50	0.292	0	0
190.500	1.500	go	0	1	0.000	49	0.452	0	0
192.750	1.500	go	0	0	0.000	50	0.289	0	0
195.375	1.500	go	0	1	0.000	49	0.392	0	0
198.250	1.500	go	0	1	0.000	49	0.444	0	0
200.500	1.500	go	0	0	0.000	50	0.386	0	0
202.750	1.500	failed stop	1	0	0.278	49	0.384	1	0
204.750	1.500	failed stop	1	0	0.238	50	0.535	0	0
206.875	1.500	go	0	1	0.000	49	0.354	0	0
209.000	1.500	go	0	0	0.000	50	0.316	0	0
212.000	1.500	go	0	1	0.000	49	0.580	0	0
214.000	1.500	go	0	0	0.000	50	0.436	0	0
216.875	1.500	go	0	1	0.000	49	0.400	0	0
219.500	1.500	go	0	1	0.000	49	0.431	0	0
223.500	1.500	failed stop	1	0	0.278	50	0.311	0	0
226.000	1.500	successful stop	1	1	0.198	0	0.000	0	1
228.375	1.500	go	0	1	0.000	49	0.346	0	0
231.375	1.500	go	0	0	0.000	50	0.362	0	0
234.125	1.500	go	0	0	0.000	50	0.395	0	0
236.750	1.500	go	0	0	0.000	50	0.466	0	0
238.875	1.500	go	0	0	0.000	50	0.461	0	0
242.875	1.500	failed stop	1	1	0.278	49	0.372	0	0
246.375	1.500	go	0	1	0.000	49	0.495	0	0
248.875	1.500	go	0	1	0.000	49	0.451	0	0
251.875	1.500	go	0	0	0.000	50	0.394	0	0
255.125	1.500	successful stop	1	1	0.318	0	0.000	0	1
258.500	1.500	go	0	0	0.000	50	0.392	0	0
263.000	1.500	successful stop	1	1	0.238	0	0.000	0	1
265.375	1.500	go	0	0	0.000	50	0.468	0	0
267.500	1.500	go	0	1	0.000	49	0.423	0	0
271.250	1.500	go	0	0	0.000	50	0.464	0	0
273.250	1.500	go	0	0	0.000	50	0.488	0	0
275.625	1.500	go	0	0	0.000	50	0.448	0	0
280.375	1.500	failed stop	1	1	0.318	49	0.442	0	0
282.875	1.500	go	0	1	0.000	49	0.525	0	0
285.000	1.500	failed stop	1	1	0.318	49	0.401	0	0
