onset	duration	trial_type	response_time	sample	value
179.9140625000	n/a	stimulus	n/a	46058	128
182.7031250000	n/a	response	n/a	46772	4
185.3281250000	n/a	response	n/a	47444	2
322.5664062500	n/a	stimulus	n/a	82577	128
325.7890625000	n/a	response	n/a	83402	4
328.0898437500	n/a	response	n/a	83991	2
472.2968750000	n/a	stimulus	n/a	120908	128
475.2851562500	n/a	response	n/a	121673	4
477.6796875000	n/a	response	n/a	122286	2
605.9101562500	n/a	stimulus	n/a	155113	128
608.5195312500	n/a	response	n/a	155781	4
610.6289062500	n/a	response	n/a	156321	4
733.8320312500	n/a	stimulus	n/a	187861	128
736.9531250000	n/a	response	n/a	188660	4
751.4648437500	n/a	response	n/a	192375	4
783.8515625000	n/a	stimulus	n/a	200666	128
787.3867187500	n/a	response	n/a	201571	2
789.5234375000	n/a	response	n/a	202118	4
950.2265625000	n/a	stimulus	n/a	243258	128
952.8437500000	n/a	response	n/a	243928	4
955.7539062500	n/a	response	n/a	244673	2
1088.2695312500	n/a	stimulus	n/a	278597	128
1091.5664062500	n/a	response	n/a	279441	4
1094.3281250000	n/a	response	n/a	280148	2
1178.5000000000	n/a	stimulus	n/a	301696	128
1181.1054687500	n/a	response	n/a	302363	4
1183.6445312500	n/a	response	n/a	303013	2
1246.6718750000	n/a	stimulus	n/a	319148	128
1251.8242187500	n/a	response	n/a	320467	4
1254.7460937500	n/a	response	n/a	321215	4
1290.0234375000	n/a	stimulus	n/a	330246	128
1292.6640625000	n/a	response	n/a	330922	4
1294.7578125000	n/a	response	n/a	331458	4
1402.2265625000	n/a	stimulus	n/a	358970	128
1406.8984375000	n/a	response	n/a	360166	4
1409.0039062500	n/a	response	n/a	360705	4
1502.3593750000	n/a	stimulus	n/a	384604	128
1505.3164062500	n/a	response	n/a	385361	8
1514.3085937500	n/a	response	n/a	387663	2
1613.5820312500	n/a	stimulus	n/a	413077	128
1616.1835937500	n/a	response	n/a	413743	2
1619.7890625000	n/a	response	n/a	414666	4
1622.3437500000	n/a	response	n/a	415320	2
1763.3437500000	n/a	stimulus	n/a	451416	128
1767.1406250000	n/a	response	n/a	452388	4
1769.5507812500	n/a	response	n/a	453005	2
1772.1640625000	n/a	response	n/a	453674	2
1926.1757812500	n/a	stimulus	n/a	493101	128
1930.7578125000	n/a	response	n/a	494274	2
1933.9804687500	n/a	response	n/a	495099	4
1937.1718750000	n/a	response	n/a	495916	2
2065.1210937500	n/a	stimulus	n/a	528671	128
2068.5820312500	n/a	response	n/a	529557	4
2071.1992187500	n/a	response	n/a	530227	4
2171.3203125000	n/a	stimulus	n/a	555858	128
2175.8554687500	n/a	response	n/a	557019	4
2179.1523437500	n/a	n/a	n/a	557863	16
2308.1601562500	n/a	stimulus	n/a	590889	128
2310.7500000000	n/a	response	n/a	591552	2
2312.8593750000	n/a	response	n/a	592092	4
2347.5117187500	n/a	stimulus	n/a	600963	128
2350.1523437500	n/a	response	n/a	601639	2
2353.2968750000	n/a	response	n/a	602444	4
2510.5390625000	n/a	stimulus	n/a	642698	128
2514.5625000000	n/a	n/a	n/a	643728	16
2614.5351562500	n/a	stimulus	n/a	669321	128
2617.1289062500	n/a	response	n/a	669985	4
2620.1328125000	n/a	response	n/a	670754	2
2661.3476562500	n/a	stimulus	n/a	681305	128
2663.9609375000	n/a	response	n/a	681974	2
2667.0117187500	n/a	response	n/a	682755	4
2669.6367187500	n/a	response	n/a	683427	2
2709.6054687500	n/a	stimulus	n/a	693659	128
2713.0312500000	n/a	response	n/a	694536	4
2715.7187500000	n/a	response	n/a	695224	2
