onset	duration	trial_type	TrialNum	StimCond	StimulusNum	Response	RT	Correct
0.1205	2	classification-probabilistic	1	1	10	R	1.064	1
6.399	2	classification-deterministic	3	2	10	R	1.576	1
13.1765	2	classification-deterministic	5	2	10	R	1.389	1
16.7985	2	classification-deterministic	7	2	11	L	1.216	1
19.8895	2	classification-deterministic	9	2	10	R	0.815	1
25.596	2	classification-deterministic	11	2	2	L	1.125	1
32.816	2	classification-probabilistic	13	1	3	L	1.246	0
36.8035	2	classification-probabilistic	15	1	11	L	0.98	1
41.7225	2	classification-probabilistic	17	1	10	R	0.814	1
46.802	2	classification-deterministic	19	2	13	R	1.452	1
50.586	2	classification-deterministic	21	2	2	L	1.723	1
53.723	2	classification-deterministic	23	2	5	-	0.0	-1
58.816	2	classification-probabilistic	25	1	3	L	1.751	0
65.5985	2	classification-probabilistic	27	1	14	L	0.938	1
70.0915	2	classification-probabilistic	29	1	2	L	0.829	1
75.5955	2	classification-deterministic	31	2	1	L	0.656	0
79.0775	2	classification-deterministic	33	2	13	R	2.481	1
86.282	2	classification-probabilistic	35	1	10	R	1.064	1
89.7235	2	classification-deterministic	37	2	10	R	1.182	1
92.8105	2	classification-deterministic	39	2	2	L	0.883	1
97.609	2	classification-probabilistic	41	1	10	R	0.671	1
100.9935	2	classification-probabilistic	43	1	10	R	0.806	1
104.421	2	classification-probabilistic	45	1	3	L	1.145	0
109.3065	2	classification-probabilistic	47	1	4	R	0.874	1
114.31	2	classification-deterministic	49	2	1	L	1.101	0
121.204	2	classification-deterministic	51	2	3	L	2.042	1
126.815	2	classification-probabilistic	53	1	4	R	1.084	1
130.5045	2	classification-probabilistic	55	1	5	L	1.589	1
133.722	2	classification-probabilistic	57	1	6	L	0.828	0
137.5855	2	classification-deterministic	59	2	3	-	0.0	-1
141.599	2	classification-probabilistic	61	1	14	L	0.829	1
145.6995	2	classification-probabilistic	63	1	3	-	0.0	-1
152.5805	2	classification-deterministic	65	2	11	-	0.0	-1
157.582	2	classification-probabilistic	67	1	11	L	0.759	1
163.998	2	classification-probabilistic	69	1	7	R	1.04	1
167.8135	2	classification-deterministic	71	2	3	-	0.0	-1
172.3015	2	classification-deterministic	73	2	13	R	1.501	1
175.4025	2	classification-deterministic	75	2	9	R	1.159	0
182.0945	2	classification-probabilistic	77	1	1	-	0.0	-1
188.398	2	classification-probabilistic	79	1	6	L	1.593	0
191.4115	2	classification-deterministic	81	2	13	R	1.558	1
198.316	2	classification-deterministic	83	2	3	L	1.017	1
201.998	2	classification-deterministic	85	2	7	R	1.377	1
205.888	2	classification-probabilistic	87	1	8	L	0.802	1
208.8905	2	classification-probabilistic	89	1	8	L	0.845	1
212.2755	2	classification-probabilistic	91	1	5	L	0.891	1
215.6135	2	classification-deterministic	93	2	6	-	0.0	-1
222.11	2	classification-deterministic	95	2	5	L	0.854	1
225.223	2	classification-deterministic	97	2	7	R	1.313	1
228.8925	2	classification-probabilistic	99	1	5	L	2.25	1
232.9115	2	classification-deterministic	101	2	11	-	0.0	-1
235.982	2	classification-deterministic	103	2	12	R	0.971	0
239.3885	2	classification-deterministic	105	2	8	L	1.078	1
242.579	2	classification-probabilistic	107	1	11	L	1.394	1
249.98	2	classification-probabilistic	109	1	4	R	1.119	1
