onset	duration	trial_type	response_time	sample	value
134.3476562500	n/a	stimulus	n/a	34393	128
138.2187500000	n/a	response	n/a	35384	2
203.0195312500	n/a	stimulus	n/a	51973	128
206.2851562500	n/a	response	n/a	52809	2
208.4609375000	n/a	response	n/a	53366	2
236.5703125000	n/a	stimulus	n/a	60562	128
239.2343750000	n/a	response	n/a	61244	2
260.8984375000	n/a	stimulus	n/a	66790	128
263.4648437500	n/a	response	n/a	67447	2
265.4414062500	n/a	response	n/a	67953	2
328.5039062500	n/a	stimulus	n/a	84097	128
331.3320312500	n/a	response	n/a	84821	4
333.8046875000	n/a	response	n/a	85454	2
400.9531250000	n/a	stimulus	n/a	102644	128
403.4492187500	n/a	response	n/a	103283	4
405.5546875000	n/a	response	n/a	103822	2
429.6601562500	n/a	stimulus	n/a	109993	128
434.9062500000	n/a	response	n/a	111336	4
466.9453125000	n/a	stimulus	n/a	119538	128
469.4726562500	n/a	response	n/a	120185	4
568.6523437500	n/a	stimulus	n/a	145575	128
571.1718750000	n/a	response	n/a	146220	4
573.2031250000	n/a	response	n/a	146740	2
634.4414062500	n/a	stimulus	n/a	162417	128
637.1289062500	n/a	response	n/a	163105	4
756.4921875000	n/a	stimulus	n/a	193662	128
759.2382812500	n/a	response	n/a	194365	8
761.6054687500	n/a	response	n/a	194971	2
884.8789062500	n/a	stimulus	n/a	226529	128
887.5390625000	n/a	response	n/a	227210	8
889.8593750000	n/a	response	n/a	227804	2
991.0507812500	n/a	stimulus	n/a	253709	128
993.9335937500	n/a	response	n/a	254447	8
996.2304687500	n/a	response	n/a	255035	2
1064.7851562500	n/a	stimulus	n/a	272585	128
1067.4140625000	n/a	response	n/a	273258	8
1119.2578125000	n/a	stimulus	n/a	286530	128
1122.1406250000	n/a	response	n/a	287268	8
1124.5117187500	n/a	response	n/a	287875	2
1261.7031250000	n/a	stimulus	n/a	322996	128
1264.3906250000	n/a	response	n/a	323684	8
1266.5273437500	n/a	response	n/a	324231	2
1298.6289062500	n/a	stimulus	n/a	332449	128
1301.2578125000	n/a	response	n/a	333122	8
1340.6250000000	n/a	stimulus	n/a	343200	128
1343.2421875000	n/a	response	n/a	343870	8
1345.4023437500	n/a	response	n/a	344423	2
1458.6757812500	n/a	stimulus	n/a	373421	128
1461.4375000000	n/a	response	n/a	374128	8
1463.7421875000	n/a	response	n/a	374718	2
1567.9335937500	n/a	stimulus	n/a	401391	128
1570.9296875000	n/a	response	n/a	402158	8
1736.7343750000	n/a	stimulus	n/a	444604	128
1739.9726562500	n/a	response	n/a	445433	8
1742.2773437500	n/a	response	n/a	446023	2
1814.5351562500	n/a	stimulus	n/a	464521	128
1817.2929687500	n/a	response	n/a	465227	8
1819.4335937500	n/a	response	n/a	465775	2
1891.7109375000	n/a	stimulus	n/a	484278	128
1894.7968750000	n/a	response	n/a	485068	8
1945.4296875000	n/a	stimulus	n/a	498030	128
1948.0546875000	n/a	response	n/a	498702	8
2065.0234375000	n/a	stimulus	n/a	528646	128
2068.3984375000	n/a	response	n/a	529510	8
2103.9101562500	n/a	stimulus	n/a	538601	128
2106.5937500000	n/a	response	n/a	539288	8
2109.7265625000	n/a	response	n/a	540090	2
2141.3632812500	n/a	stimulus	n/a	548189	128
2144.0390625000	n/a	response	n/a	548874	8
2146.4960937500	n/a	response	n/a	549503	2
2281.7929687500	n/a	stimulus	n/a	584139	128
2286.0507812500	n/a	response	n/a	585229	8
2372.3515625000	n/a	stimulus	n/a	607322	128
2375.6367187500	n/a	response	n/a	608163	8
2377.9648437500	n/a	response	n/a	608759	2
2493.1875000000	n/a	stimulus	n/a	638256	128
2496.2617187500	n/a	response	n/a	639043	8
2556.6171875000	n/a	stimulus	n/a	654494	128
2559.7148437500	n/a	response	n/a	655287	8
2638.2851562500	n/a	stimulus	n/a	675401	128
2641.1562500000	n/a	response	n/a	676136	8
